Date; Time; Latitude; Longitude; Altitude; Satellites; HDOP; PDOP; Temperature; Speed; TTFF; SNR; tbd
05/21/2018; 02:41:14;16.4113317;-89.58916;282;4;1.9;2.1;26;0;10;0;0
05/21/2018; 02:56:26;16.4114933;-89.5893733;284;4;2.1;2.3;27;1.852;11;0;0
05/21/2018; 03:11:50;16.411415;-89.5894633;268;4;2.2;2.4;26;0;23;0;0
05/21/2018; 03:26:54;16.411145;-89.5892917;330;5;1.5;1.8;26;3.704;3;0;0
05/21/2018; 03:41:57;16.411445;-89.5895333;312;5;1.6;1.8;27;1.852;2;0;0
05/21/2018; 03:57:07;16.4113217;-89.58887;202;5;2.1;2.3;28;0;9;0;0
05/21/2018; 04:12:12;16.4111667;-89.58938;338;6;1.1;1.4;29;0;4;0;0
05/21/2018; 04:28:43; ; ; ; ; ; ; ; No position found;;;
05/21/2018; 04:45:13; ; ; ; ; ; ; ; No position found;;;
05/21/2018; 05:01:44; ; ; ; ; ; ; ; No position found;;;
05/21/2018; 05:17:10;16.411335;-89.5894117;330;4;1.5;1.8;28;0;25;0;0
05/21/2018; 05:32:16;16.4112617;-89.5897233;358;6;1;1.4;28;1.852;5;0;0
05/21/2018; 05:48:37;16.4113467;-89.58954;316;4;1.8;2;27;1.852;63;0;0
05/21/2018; 06:03:50;16.41128;-89.5894667;308;4;1.9;2.1;28;0;11;0;0
05/21/2018; 06:18:54;16.41126;-89.5903433;324;8;0.9;1.3;26;12.964;3;0;0
05/21/2018; 06:33:58;16.41108;-89.5913617;346;7;1;1.3;24;3.704;3;0;0
05/21/2018; 06:49:01;16.4073533;-89.591345;254;5;1.8;2;24;3.704;2;0;0
05/21/2018; 07:04:13;16.4078367;-89.596935;272;5;1.7;2;23;11.112;11;0;0
05/21/2018; 07:19:18;16.4112067;-89.598845;356;7;1.4;1.7;22;1.852;4;0;0
05/21/2018; 07:34:23;16.4130217;-89.59533;288;9;0.8;1.2;22;7.408;4;0;0
05/21/2018; 07:49:38;16.4111383;-89.5892883;284;7;1;1.3;22;0;13;0;0
05/21/2018; 08:05:11;16.41104;-89.58955;362;5;1.2;1.5;24;1.852;32;0;0
05/21/2018; 08:21:02;16.4112183;-89.5894683;344;3;3.3;3.4;26;0;50;0;0
05/21/2018; 08:36:46;16.41116;-89.5894067;356;5;1.3;1.6;26;0;43;0;0
05/21/2018; 08:52:11;16.4111767;-89.5894917;344;6;1.1;1.4;26;0;25;0;0
05/21/2018; 09:07:15;16.4112217;-89.58951;260;5;1.5;1.8;26;1.852;3;0;0
05/21/2018; 09:22:23;16.41115;-89.58916;294;7;1.2;1.5;26;0;7;0;0
05/21/2018; 09:37:28;16.4112383;-89.5896633;328;6;1.4;1.6;25;1.852;3;0;0
05/21/2018; 09:52:32;16.411515;-89.5896383;368;5;1.4;1.7;24;0;3;0;0
05/21/2018; 10:07:38;16.41149;-89.5895467;362;8;1;1.3;25;0;6;0;0
05/21/2018; 10:22:44;16.4112917;-89.589555;302;5;2.1;2.3;26;5.556;4;0;0
05/21/2018; 10:37:50;16.41137;-89.5897683;324;6;1.7;1.9;26;0;6;0;0
05/21/2018; 10:52:55;16.41137;-89.589545;288;6;1.1;1.5;25;0;4;0;0
05/21/2018; 11:08:00;16.4113067;-89.589525;306;6;1.1;1.4;24;0;3;0;0
05/21/2018; 11:23:14;16.4114467;-89.58956;338;6;1.1;1.4;26;0;13;0;0
05/21/2018; 11:38:24;16.4114433;-89.5896633;386;6;1.2;1.5;26;0;10;0;0
05/21/2018; 11:53:34;16.41166;-89.5896917;288;5;2.6;4.8;27;0;8;0;0
05/21/2018; 12:08:42;16.4112967;-89.5893367;258;5;1.6;1.9;28;0;7;0;0
05/21/2018; 12:23:46;16.4114417;-89.589465;312;7;1;1.3;26;1.852;3;0;0
05/21/2018; 12:38:50;16.41142;-89.5895983;316;10;0.8;1.1;26;0;3;0;0
05/21/2018; 12:53:55;16.4114833;-89.5895967;320;8;0.9;1.2;26;0;4;0;0
05/21/2018; 13:09:21;16.4112117;-89.5893933;278;7;1;1.3;26;1.852;25;0;0
05/21/2018; 13:24:45;16.41158;-89.5894317;378;6;1.2;1.5;27;0;23;0;0
05/21/2018; 13:40:14;16.41149;-89.58941;328;6;1.2;1.5;27;1.852;28;0;0
05/21/2018; 13:56:45; ; ; ; ; ; ; ; No position found;;;
05/21/2018; 14:11:53;16.411455;-89.589435;394;7;1;1.4;27;0;7;0;0
05/21/2018; 14:28:24; ; ; ; ; ; ; ; No position found;;;
05/21/2018; 14:43:31;16.4126033;-89.5884;318;7;1.1;1.4;30;7.408;7;0;0
05/21/2018; 14:58:41;16.4114333;-89.588885;194;6;1.2;1.5;29;0;8;0;0
05/21/2018; 15:14:49;16.4117133;-89.5894483;306;6;1.2;1.5;29;5.556;63;0;0
05/21/2018; 15:29:54;16.4115617;-89.5893933;320;8;0.9;1.2;29;0;4;0;0
05/21/2018; 15:44:59;16.4114517;-89.58952;280;5;1.5;1.7;29;0;4;0;0
05/21/2018; 16:00:03;16.4115117;-89.58931;294;8;0.9;1.3;30;0;3;0;0
05/21/2018; 16:15:10;16.4114683;-89.5892417;314;8;1.1;1.4;30;0;6;0;0
05/21/2018; 16:30:14;16.4115517;-89.5892783;312;10;0.8;1.1;31;0;3;0;0
05/21/2018; 16:46:45; ; ; ; ; ; ; ; No position found;;;
05/21/2018; 17:01:50;16.4113633;-89.5892617;290;9;0.9;1.2;29;0;5;0;0
05/21/2018; 17:16:55;16.4114667;-89.5892933;290;6;1.2;1.5;30;7.408;3;0;0
05/21/2018; 17:32:01;16.4114183;-89.58963;272;9;0.9;1.2;30;0;5;0;0
05/21/2018; 17:47:07;16.4114517;-89.5894767;284;10;0.8;1.2;30;0;5;0;0
05/21/2018; 18:02:12;16.4111233;-89.5896717;344;8;1.1;1.4;30;0;4;0;0
05/21/2018; 18:17:24;16.4113783;-89.5892083;280;8;1;1.3;31;0;11;0;0
05/21/2018; 18:32:28;16.411485;-89.58954;336;8;1.1;1.4;31;0;3;0;0
05/21/2018; 18:47:36;16.4113833;-89.589645;314;7;1.2;1.5;32;1.852;8;0;0
05/21/2018; 19:02:41;16.4114433;-89.589525;318;9;0.9;1.2;32;0;3;0;0
05/21/2018; 19:17:46;16.4113533;-89.58948;294;7;1.3;1.5;32;1.852;4;0;0
05/21/2018; 19:32:50;16.411435;-89.5892917;308;8;0.9;1.2;32;0;4;0;0
05/21/2018; 19:47:55;16.4114983;-89.5894483;302;8;0.9;1.2;32;1.852;3;0;0
05/21/2018; 20:03:00;16.41148;-89.5898317;206;6;1.1;1.4;31;0;4;0;0
05/21/2018; 20:18:04;16.411295;-89.5894267;320;8;0.9;1.2;30;0;3;0;0
05/21/2018; 20:33:20;16.4116667;-89.589785;296;7;1;1.4;30;0;14;0;0
05/21/2018; 20:48:24;16.4113317;-89.5895217;336;7;1.1;1.4;30;1.852;4;0;0
05/21/2018; 21:03:31;16.4113083;-89.5893567;306;9;0.8;1.1;31;0;6;0;0
05/21/2018; 21:18:36;16.4113467;-89.5894317;298;7;1.1;1.4;30;0;3;0;0
05/21/2018; 21:33:49;16.4122333;-89.58995;362;8;0.9;1.2;31;7.408;12;0;0
05/21/2018; 21:48:53;16.4113367;-89.5893633;296;7;1.1;1.4;31;0;3;0;0
05/21/2018; 22:04:07;16.4114083;-89.5897283;216;8;0.9;1.2;31;0;13;0;0
05/21/2018; 22:19:12;16.4115433;-89.58941;272;6;1.1;1.5;31;0;3;0;0
05/21/2018; 22:34:18;16.411425;-89.5892533;356;8;0.9;1.2;30;0;5;0;0
05/21/2018; 22:49:22;16.4115;-89.5896533;294;8;0.9;1.2;30;0;3;0;0
05/21/2018; 23:04:32;16.4113833;-89.58931;376;7;1;1.4;30;0;10;0;0
05/21/2018; 23:19:37;16.4114517;-89.5892633;314;8;0.8;1.2;30;0;3;0;0
05/21/2018; 23:34:43;16.4114917;-89.5892533;314;7;0.9;1.3;30;0;5;0;0
05/21/2018; 23:49:47;16.4114;-89.5891817;386;6;1.1;1.4;30;3.704;3;0;0
05/22/2018; 00:04:52;16.4113267;-89.5895767;346;6;1.1;1.4;30;0;3;0;0
05/22/2018; 00:19:57;16.4112867;-89.5895933;344;6;1.2;1.5;29;3.704;4;0;0
05/22/2018; 00:35:01;16.411225;-89.5895733;334;7;1.1;1.3;28;0;3;0;0
05/22/2018; 00:50:06;16.4113967;-89.5895283;308;7;1.1;1.4;28;0;3;0;0
05/22/2018; 01:05:12;16.4115067;-89.5897633;304;8;1;1.3;29;1.852;6;0;0
05/22/2018; 01:20:19;16.4117867;-89.5900233;238;6;1.2;1.5;29;0;6;0;0
05/22/2018; 01:35:24;16.4116717;-89.5899817;322;6;1.3;1.5;28;3.704;3;0;0
05/22/2018; 01:50:32;16.41163;-89.5909383;260;7;1.2;1.5;27;0;7;0;0
05/22/2018; 02:05:38;16.4115717;-89.5935467;234;7;1.2;1.5;26;0;4;0;0
05/22/2018; 02:20:43;16.4114033;-89.593515;272;7;1;1.4;26;0;4;0;0
05/22/2018; 02:35:47;16.4112683;-89.5924917;298;7;1;1.4;27;1.852;3;0;0
05/22/2018; 02:50:52;16.40804;-89.591935;300;6;1.1;1.5;26;1.852;4;0;0
05/22/2018; 03:05:57;16.411175;-89.5994;286;6;1.3;1.6;26;1.852;3;0;0
05/22/2018; 03:21:02;16.411185;-89.5994833;302;6;1.5;1.7;26;9.26;4;0;0
05/22/2018; 03:36:11;16.410945;-89.5989317;332;6;1.6;1.8;24;0;8;0;0
05/22/2018; 03:51:31;16.4098217;-89.598405;176;5;2.1;2.3;24;1.852;18;0;0
05/22/2018; 04:06:35;16.4109817;-89.5992717;230;7;1;1.3;23;0;3;0;0
05/22/2018; 04:21:41;16.410615;-89.5993367;218;6;1.2;1.5;22;3.704;6;0;0
05/22/2018; 04:36:53;16.4109017;-89.5993467;232;6;1.2;1.5;23;0;11;0;0
05/22/2018; 04:51:58;16.4110433;-89.599235;214;6;1.2;1.5;23;1.852;3;0;0
05/22/2018; 05:07:02;16.4111733;-89.59887;252;6;1.1;1.5;23;0;3;0;0
05/22/2018; 05:22:09;16.4110767;-89.598795;144;5;1.4;1.7;23;0;6;0;0
05/22/2018; 05:37:19;16.4109617;-89.5988267;274;6;1.1;1.5;24;0;9;0;0
05/22/2018; 05:52:27;16.4080483;-89.5969717;266;6;1.1;1.4;23;1.852;6;0;0
05/22/2018; 06:07:32;16.4084983;-89.591805;286;7;0.9;1.3;21;1.852;5;0;0
05/22/2018; 06:22:37;16.4111033;-89.58868;274;8;0.9;1.3;21;0;3;0;0
05/22/2018; 06:37:48;16.4114417;-89.5895517;280;7;1;1.2;22;0;11;0;0
05/22/2018; 06:52:53;16.4113367;-89.5894417;278;7;0.9;1.3;24;0;4;0;0
05/22/2018; 07:08:03;16.411305;-89.5894467;288;8;0.9;1.2;25;0;9;0;0
05/22/2018; 07:23:10;16.411185;-89.5891567;262;5;1.7;2;25;0;6;0;0
05/22/2018; 07:38:23;16.4113317;-89.5893817;232;7;1.1;1.4;26;0;11;0;0
05/22/2018; 07:53:27;16.4111933;-89.589625;310;8;0.9;1.3;25;0;3;0;0
05/22/2018; 08:08:32;16.4079633;-89.58503;290;8;0.9;1.2;23;5.556;4;0;0
05/22/2018; 08:23:36;16.40938;-89.5820533;310;7;1;1.3;22;1.852;3;0;0
05/22/2018; 08:38:42;16.4174367;-89.58149;400;7;1.1;1.4;21;7.408;6;0;0
05/22/2018; 08:53:47;16.4232483;-89.5807083;422;6;1.1;1.4;22;0;3;0;0
05/22/2018; 09:08:57;16.42322;-89.5805383;336;6;1;1.3;22;0;10;0;0
05/22/2018; 09:24:12;16.423105;-89.5806667;304;5;1.8;2;22;1.852;13;0;0
05/22/2018; 09:39:25;16.423155;-89.580875;338;6;1.3;1.5;23;0;13;0;0
05/22/2018; 09:54:30;16.423265;-89.5811333;450;6;1.3;1.5;22;0;3;0;0
05/22/2018; 10:09:35;16.4111717;-89.5848;308;8;0.9;1.2;20;7.408;4;0;0
05/22/2018; 10:24:45;16.4079433;-89.5918267;350;7;1;1.4;20;0;10;0;0
05/22/2018; 10:39:52;16.4080017;-89.5918467;314;7;1;1.4;22;0;6;0;0
05/22/2018; 10:54:56;16.4098167;-89.590675;330;6;1.7;2;22;3.704;3;0;0
05/22/2018; 11:10:22;16.4115817;-89.58942;338;8;1;2.4;22;0;24;0;0
05/22/2018; 11:25:28;16.41147;-89.5894517;272;6;1.1;1.4;25;0;5;0;0
05/22/2018; 11:40:40;16.4114667;-89.5894217;272;7;1.2;1.5;25;1.852;11;0;0
05/22/2018; 11:55:48;16.4116533;-89.5892483;238;8;1;1.3;25;0;7;0;0
05/22/2018; 12:10:54;16.4115183;-89.58924;332;7;1.1;1.4;26;1.852;5;0;0
05/22/2018; 12:25:58;16.4113067;-89.5895017;366;8;0.9;1.2;26;1.852;3;0;0
05/22/2018; 12:41:11;16.4114533;-89.58936;318;7;0.9;1.2;26;0;12;0;0
05/22/2018; 12:56:15;16.4116967;-89.58941;316;8;1;1.3;26;0;3;0;0
05/22/2018; 13:11:21;16.4107467;-89.58953;362;7;1.1;1.4;26;1.852;6;0;0
05/22/2018; 13:26:42;16.4116617;-89.5896;184;6;1.2;1.5;28;0;20;0;0
05/22/2018; 13:41:50;16.4113;-89.5894633;298;7;1.1;1.4;27;0;7;0;0
05/22/2018; 13:56:55;16.4112533;-89.58939;332;8;0.9;1.2;27;0;4;0;0
05/22/2018; 14:13:26; ; ; ; ; ; ; ; No position found;;;
05/22/2018; 14:28:38;16.411465;-89.5894167;230;6;1.5;1.8;28;0;11;0;0
05/22/2018; 14:45:04;16.41166;-89.589535;280;7;1.4;1.7;28;0;63;0;0
05/22/2018; 15:00:30;16.4111833;-89.589265;358;6;1.3;1.6;29;1.852;25;0;0
05/22/2018; 15:15:34;16.411405;-89.5893883;310;8;1.1;1.4;29;0;3;0;0
05/22/2018; 15:30:45;16.411485;-89.589395;328;7;1.1;1.3;29;0;11;0;0
05/22/2018; 15:45:49;16.41173;-89.5892233;282;7;1.1;1.4;29;0;2;0;0
05/22/2018; 16:01:01;16.41382;-89.5886867;260;7;1.1;1.3;30;0;11;0;0
05/22/2018; 16:17:31; ; ; ; ; ; ; ; No position found;;;
05/22/2018; 16:32:39;16.41103;-89.5892167;302;7;1.2;1.5;29;1.852;6;0;0
05/22/2018; 16:47:50;16.411125;-89.5892883;286;7;1;1.3;30;0;10;0;0
05/22/2018; 17:02:56;16.4110783;-89.5892;266;6;1.2;1.5;29;1.852;6;0;0
05/22/2018; 17:18:04;16.4111767;-89.5894717;328;8;0.9;1.3;30;0;6;0;0
05/22/2018; 17:33:19;16.41112;-89.589535;334;7;1;1.3;30;0;15;0;0
05/22/2018; 17:48:26;16.4110967;-89.5896083;334;7;1;1.3;29;0;6;0;0
05/22/2018; 18:03:31;16.411165;-89.5895267;290;7;1.1;1.4;30;0;4;0;0
05/22/2018; 18:18:36;16.4112567;-89.58958;256;7;1.1;1.4;30;0;4;0;0
05/22/2018; 18:33:47;16.4115467;-89.5897183;270;6;1.2;1.5;30;0;10;0;0
05/22/2018; 18:49:08;16.41099;-89.5893067;258;5;2.3;2.5;30;0;19;0;0
05/22/2018; 19:04:34;16.4117217;-89.5888817;370;5;2.2;2.4;29;3.704;25;0;0
05/22/2018; 19:21:04; ; ; ; ; ; ; ; No position found;;;
05/22/2018; 19:36:09;16.4115867;-89.5896333;294;6;1.3;1.6;30;1.852;4;0;0
05/22/2018; 19:51:14;16.411535;-89.5894383;298;7;1;1.3;30;0;3;0;0
05/22/2018; 20:06:23;16.4113917;-89.589105;328;6;1.1;1.4;30;0;8;0;0
05/22/2018; 20:21:30;16.411355;-89.5892267;302;8;0.9;1.2;31;0;6;0;0
05/22/2018; 20:36:44;16.411535;-89.5894617;320;7;1;1.3;31;0;12;0;0
05/22/2018; 20:52:18;16.41137;-89.5899583;302;6;1.2;1.5;30;3.704;33;0;0
05/22/2018; 21:07:22;16.4114917;-89.589425;298;6;1.4;1.7;30;0;3;0;0
05/22/2018; 21:22:26;16.4114817;-89.5891667;294;5;1.3;1.6;30;0;3;0;0
05/22/2018; 21:37:32;16.4114267;-89.5893833;294;5;2.1;2.3;31;5.556;5;0;0
05/22/2018; 21:52:36;16.41136;-89.5891333;314;7;1.1;1.4;30;0;3;0;0
05/22/2018; 22:07:43;16.4113417;-89.5892317;334;7;1.1;1.4;31;0;6;0;0
05/22/2018; 22:22:49;16.411385;-89.5891283;340;6;1.2;1.5;30;1.852;5;0;0
05/22/2018; 22:37:58;16.4113633;-89.58938;264;6;1.1;1.5;31;0;7;0;0
05/22/2018; 22:53:03;16.4108683;-89.58855;410;7;1;1.4;31;1.852;4;0;0
05/22/2018; 23:08:11;16.41119;-89.589165;452;6;1.1;1.5;30;0;7;0;0
05/22/2018; 23:23:18;16.4113433;-89.5890617;448;9;0.8;1.2;30;0;6;0;0
05/22/2018; 23:38:31;16.41158;-89.5896983;272;6;1.2;1.5;30;0;12;0;0
05/22/2018; 23:53:51;16.4114583;-89.589495;270;6;1;1.3;30;0;19;0;0
05/23/2018; 00:09:01;16.4114917;-89.5895733;300;7;1;1.3;30;1.852;10;0;0
05/23/2018; 00:24:13;16.411645;-89.5891267;382;6;1.2;1.5;30;0;11;0;0
05/23/2018; 00:40:43; ; ; ; ; ; ; ; No position found;;;
05/23/2018; 00:55:54;16.411115;-89.59067;278;7;1.1;1.4;28;1.852;9;0;0
05/23/2018; 01:11:00;16.407285;-89.5940567;268;8;1;1.3;26;0;6;0;0
05/23/2018; 01:26:07;16.4079217;-89.59184;344;7;1;1.3;25;0;6;0;0
05/23/2018; 01:41:14;16.4112333;-89.5920717;330;6;1;1.4;24;0;6;0;0
05/23/2018; 01:56:18;16.41155;-89.592965;340;6;1.1;1.5;24;0;3;0;0
05/23/2018; 02:11:40;16.4116567;-89.5928883;332;7;1;1.4;25;0;21;0;0
05/23/2018; 02:27:02;16.4110317;-89.5993733;202;7;1;1.4;23;1.852;21;0;0
05/23/2018; 02:42:07;16.4109183;-89.5920617;282;7;1;1.3;23;3.704;4;0;0
05/23/2018; 02:57:20;16.4079717;-89.5917367;290;7;1;1.3;23;0;12;0;0
05/23/2018; 03:12:25;16.4112667;-89.5913567;294;8;0.9;1.2;23;5.556;3;0;0
05/23/2018; 03:27:37;16.4111883;-89.5984;206;6;1.6;1.8;23;0;11;0;0
05/23/2018; 03:42:48;16.4113867;-89.59942;360;6;1.9;2.1;24;3.704;10;0;0
05/23/2018; 03:58:03;16.41105;-89.59874;288;6;1.2;1.5;26;0;13;0;0
05/23/2018; 04:13:11;16.411075;-89.5991;228;6;1.6;1.8;24;0;7;0;0
05/23/2018; 04:28:39;16.4110033;-89.598945;306;6;1.3;1.6;26;0;27;0;0
05/23/2018; 04:44:06;16.410905;-89.5989567;290;6;1.2;1.5;25;1.852;25;0;0
05/23/2018; 04:59:57;16.4108817;-89.59872;196;7;1;1.3;27;0;50;0;0
05/23/2018; 05:15:39;16.4109667;-89.5987633;306;6;1.1;1.5;30;1.852;41;0;0
05/23/2018; 05:31:23;16.4110733;-89.5987017;254;6;1.3;3.6;30;1.852;43;0;0
05/23/2018; 05:46:43;16.4109933;-89.5988167;270;6;1.2;1.5;30;0;19;0;0
05/23/2018; 06:01:51;16.41107;-89.598855;282;6;1.2;1.5;28;0;7;0;0
05/23/2018; 06:17:07;16.4107367;-89.5981333;154;6;1.1;1.4;29;0;15;0;0
05/23/2018; 06:32:47;16.411385;-89.5984983;286;6;1.6;1.9;30;0;39;0;0
05/23/2018; 06:48:31;16.411075;-89.598685;332;6;1.5;1.8;28;0;42;0;0
05/23/2018; 07:03:47;16.410835;-89.5986683;288;6;1.6;1.8;27;0;15;0;0
05/23/2018; 07:18:52;16.41105;-89.591715;266;9;0.8;1.2;24;0;4;0;0
05/23/2018; 07:33:58;16.4080417;-89.5918833;264;6;1.1;1.5;23;1.852;5;0;0
05/23/2018; 07:49:08;16.41084;-89.5886333;254;8;0.9;1.3;22;1.852;8;0;0
05/23/2018; 08:04:15;16.41114;-89.5892517;180;7;1;1.4;24;3.704;6;0;0
05/23/2018; 08:19:22;16.4111583;-89.5894167;302;7;0.9;1.3;26;0;6;0;0
05/23/2018; 08:35:01;16.411325;-89.589565;304;8;1;1.3;26;0;38;0;0
05/23/2018; 08:50:13;16.4112733;-89.5895017;274;6;1.1;1.4;29;0;11;0;0
05/23/2018; 09:05:19;16.4113367;-89.5896833;310;7;1.2;1.5;30;1.852;6;0;0
05/23/2018; 09:20:31;16.4113317;-89.589825;336;7;1.2;1.5;30;0;10;0;0
05/23/2018; 09:35:35;16.4113683;-89.58946;316;6;1.2;1.5;28;0;3;0;0
05/23/2018; 09:50:57;16.4113233;-89.58953;324;9;0.9;1.2;28;0;21;0;0
05/23/2018; 10:06:10;16.41148;-89.5896367;330;8;1.2;1.5;27;0;12;0;0
05/23/2018; 10:21:16;16.411475;-89.5894467;320;8;0.9;1.2;26;0;6;0;0
05/23/2018; 10:36:22;16.411215;-89.58957;348;9;0.8;1.2;27;0;6;0;0
05/23/2018; 10:51:30;16.411435;-89.590285;498;7;1.2;1.5;26;1.852;6;0;0
05/23/2018; 11:06:36;16.4114167;-89.5895367;302;7;1;1.4;26;0;6;0;0
05/23/2018; 11:21:52;16.4114283;-89.5896283;304;8;1;1.3;27;0;14;0;0
05/23/2018; 11:37:00;16.411345;-89.58968;340;10;0.8;1.1;27;0;7;0;0
05/23/2018; 11:52:04;16.411455;-89.5896983;370;7;1;1.3;28;0;3;0;0
05/23/2018; 12:07:19;16.4123267;-89.5902183;212;7;1.1;1.4;28;0;14;0;0
05/23/2018; 12:22:24;16.4113433;-89.5893083;300;9;0.9;1.2;28;0;4;0;0
05/23/2018; 12:37:31;16.4115467;-89.589365;318;10;0.8;1.1;27;0;6;0;0
05/23/2018; 12:52:38;16.411355;-89.5889817;298;10;0.8;1.1;28;0;7;0;0
05/23/2018; 13:07:46;16.4196;-89.589425;304;6;1.3;1.6;25;5.556;7;0;0
