Date;Time;Latitude;Longitude;Altitude;Satellites;HDOP;PDOP;Temperature;Speed;TTFF;SNR;tbd
05/31/2018,;13:16:20;16.33415;-89.42434;510;5;1.6;1.9,;25;26;0;;
05/31/2018,;13:32:00;16.3340533;-89.4244733;422;5;1.3;1.6,;25;40;0;;
05/31/2018,;14:37:19;16.33407;-89.423875;504;4;3.0;3.1,;27;46;0;;
05/31/2018,;14:52:55;16.3343783;-89.42417;516;9;0.9;1.1,;28;35;0;;
05/31/2018,;15:07:58;16.3496217;-89.4228467;524;9;0.8;1.1,;28;2;0;;
05/31/2018,;15:23:01;16.3483717;-89.424675;512;9;0.9;1.1,;28;2;0;;
05/31/2018,;15:38:04;16.346525;-89.4225967;490;6;1.3;1.6,;29;2;0;;
05/31/2018,;15:53:08;16.3459333;-89.4228533;516;8;0.9;1.2,;30;2;0;;
05/31/2018,;16:08:11;16.34582;-89.422895;480;6;1.2;1.5,;30;2;0;;
05/31/2018,;16:23:15;16.3461433;-89.4217433;514;7;1.0;1.3,;31;3;0;;
05/31/2018,;16:38:18;16.3450817;-89.420945;490;5;1.4;1.7,;32;2;0;;
05/31/2018,;16:53:21;16.3450133;-89.4209767;518;5;2.0;2.2,;32;2;0;;
05/31/2018,;17:08:24;16.34836;-89.4246583;484;6;1.2;1.5,;32;2;0;;
05/31/2018,;17:23:33;16.348975;-89.42546;704;5;1.4;1.6,;32;8;0;;
05/31/2018,;17:38:40;16.3441283;-89.42128;512;5;1.4;1.7,;32;5;0;;
05/31/2018,;17:53:48;16.344715;-89.4205933;520;5;1.5;1.7,;32;7;0;;
05/31/2018,;18:09:02;16.3446717;-89.4204117;500;4;1.9;2.1,;33;13;0;;
05/31/2018,;18:24:16;16.3499983;-89.4226667;534;5;1.3;1.6,;33;13;0;;
05/31/2018,;18:39:22;16.3341667;-89.42422;506;6;1.2;1.5,;34;6;0;;
05/31/2018,;18:55:00;16.3305683;-89.42161;528;10;0.8;1.2,;34;36;0;;
05/31/2018,;19:10:03;16.330645;-89.4216717;520;8;1.0;1.3,;33;2;0;;
05/31/2018,;19:25:08;16.330605;-89.42175;516;7;1.1;1.4,;33;4;0;;
05/31/2018,;19:40:12;16.330665;-89.4218083;530;7;1.1;1.5,;32;3;0;;
05/31/2018,;19:55:16;16.3306067;-89.4215767;534;6;1.1;1.4,;32;2;0;;
05/31/2018,;20:10:19;16.3314433;-89.4215083;426;5;1.5;1.8,;32;2;0;;
05/31/2018,;20:25:22;16.3342583;-89.4239933;512;6;1.5;1.7,;32;2;0;;
05/31/2018,;20:40:26;16.3461467;-89.4201467;526;6;1.3;1.6,;31;3;0;;
05/31/2018,;20:55:32;16.344365;-89.4192867;506;6;1.3;1.6,;30;5;0;;
05/31/2018,;21:10:37;16.3438517;-89.41953;470;6;1.4;1.6,;29;3;0;;
05/31/2018,;21:25:41;16.3439717;-89.419375;494;6;1.2;1.5,;29;3;0;;
05/31/2018,;21:40:47;16.34369;-89.4192017;466;5;1.1;1.5,;28;5;0;;
05/31/2018,;21:55:55;16.343505;-89.419665;472;5;1.2;1.6,;28;7;0;;
05/31/2018,;22:11:04;16.3431733;-89.4196767;562;4;2.6;2.8,;27;8;0;;
05/31/2018,;22:26:20;16.3431533;-89.41888;478;5;1.1;1.5,;27;15;0;;
05/31/2018,;22:41:24;16.3431083;-89.41903;548;7;0.9;1.3,;27;2;0;;
05/31/2018,;22:56:27;16.343125;-89.4189533;528;6;1.1;1.5,;27;2;0;;
05/31/2018,;23:11:30;16.3430733;-89.418425;524;5;1.1;1.5,;27;2;0;;
05/31/2018,;23:26:36;16.3424483;-89.420455;554;7;1.0;1.3,;27;5;0;;
05/31/2018,;23:41:48;16.3428933;-89.4213983;580;5;1.6;1.9,;26;11;0;;
05/31/2018,;23:56:52;16.343665;-89.419425;292;5;1.6;1.9,;26;2;0;;
06/01/2018,;00:12:02;16.3420733;-89.4208467;572;5;2.9;3.1,;26;9;0;;
06/01/2018,;00:27:10;16.3453967;-89.4225733;472;6;2.2;2.6,;26;8;0;;
06/01/2018,;00:42:18;16.3445383;-89.423155;592;6;1.5;1.7,;26;6;0;;
06/01/2018,;00:57:25;16.3429867;-89.4181483;636;5;1.3;1.6,;26;6;0;;
06/01/2018,;01:13:35;16.33404;-89.4241117;544;5;1.1;1.4,;26;63;0;;
06/01/2018,;01:29:13;16.3340567;-89.4240583;526;6;1.0;1.4,;26;37;0;;
06/01/2018,;01:44:28;16.3340883;-89.424195;638;5;1.6;1.9,;26;14;0;;
06/01/2018,;02:00:49;16.3341617;-89.424145;548;5;1.5;1.8,;26;63;0;;
06/01/2018,;02:16:32;16.334095;-89.4238433;606;6;1.1;1.5,;26;42;0;;
06/01/2018,;02:33:01;16.334015;-89.4240033;572;6;1.0;1.3,;27;63;0;;
06/01/2018,;02:49:06;16.33403;-89.4239633;544;4;1.3;1.5,;27;63;0;;
06/01/2018,;03:05:28;16.3340333;-89.4242567;532;7;0.9;1.2,;26;63;0;;
06/01/2018,;04:26:58;16.3340383;-89.423975;462;6;1.4;1.7,;26;27;0;;
06/01/2018,;04:42:54;16.33421;-89.4240083;386;6;1.0;1.4,;25;55;0;;
06/01/2018,;04:58:28;16.3342967;-89.4242317;480;6;1.1;1.5,;25;33;0;;
06/01/2018,;05:13:51;16.3342233;-89.424575;434;6;1.2;1.5,;25;22;0;;
06/01/2018,;05:29:15;16.3342917;-89.4245033;494;6;1.3;1.6,;25;23;0;;
06/01/2018,;06:01:35;16.3342383;-89.4243717;498;6;1.0;1.4,;25;48;0;;
06/01/2018,;06:17:35;16.3340333;-89.424185;468;6;1.5;1.8,;25;60;0;;
06/01/2018,;07:39:04;16.3339117;-89.4242283;520;6;1.1;1.4,;25;26;0;;
06/01/2018,;08:11:07;16.3339733;-89.4243667;572;6;1.3;1.6,;25;32;0;;
06/01/2018,;09:16:58;16.3341417;-89.4243933;480;6;1.6;1.8,;25;63;0;;
06/01/2018,;09:32:22;16.3343283;-89.42434;518;6;1.3;1.6,;25;23;0;;
06/01/2018,;09:47:51;16.3341467;-89.4241533;502;8;1.0;1.3,;25;28;0;;
06/01/2018,;10:04:06;16.334135;-89.4242983;536;5;1.2;1.6,;25;63;0;;
06/01/2018,;10:36:21;16.333765;-89.4244433;644;6;1.2;1.6,;25;44;0;;
06/01/2018,;10:52:15;16.33425;-89.4241483;498;6;1.3;1.6,;25;52;0;;
06/01/2018,;11:24:23;16.3343467;-89.424175;506;6;1.4;1.7,;25;37;0;;
06/01/2018,;11:39:37;16.33436;-89.4244683;526;6;1.3;1.6,;25;13;0;;
06/01/2018,;11:55:37;16.33438;-89.4241167;586;6;1.3;1.6,;25;59;0;;
06/01/2018,;12:11:38;16.3338617;-89.4241767;480;6;1.3;1.6,;25;60;0;;
06/01/2018,;12:27:00;16.33404;-89.4242567;486;6;1.1;1.4,;25;21;0;;
06/01/2018,;12:42:24;16.3339817;-89.4241083;504;6;1.1;1.5,;25;23;0;;
06/01/2018,;13:14:33;16.334055;-89.4239567;530;6;1.0;1.3,;25;37;0;;
06/01/2018,;13:30:19;16.3341767;-89.4242183;496;6;1.0;1.3,;25;45;0;;
06/01/2018,;14:02:33;16.33434;-89.4243367;548;6;1.3;2.2,;25;42;0;;
06/01/2018,;14:18:24;16.3341583;-89.4241383;518;5;1.3;1.5,;25;50;0;;
06/01/2018,;14:33:28;16.3493583;-89.4243583;522;9;0.9;1.2,;25;3;0;;
06/01/2018,;14:48:32;16.3483933;-89.426145;524;7;1.0;1.2,;26;3;0;;
06/01/2018,;15:03:37;16.344885;-89.4249567;522;8;1.0;1.2,;26;4;0;;
06/01/2018,;15:18:41;16.345115;-89.4249483;396;5;2.1;2.3,;26;3;0;;
06/01/2018,;15:33:46;16.34461;-89.4245267;502;6;1.3;1.6,;27;3;0;;
06/01/2018,;15:48:51;16.34473;-89.4245133;536;6;1.2;1.5,;28;4;0;;
06/01/2018,;16:03:55;16.3446617;-89.4245;498;7;1.1;1.4,;28;3;0;;
06/01/2018,;16:19:00;16.3443583;-89.4244283;580;5;1.4;1.7,;28;3;0;;
06/01/2018,;16:34:05;16.3442517;-89.4244433;490;8;0.9;1.3,;28;4;0;;
06/01/2018,;16:49:09;16.3444133;-89.4246667;482;7;1.2;1.5,;29;3;0;;
06/01/2018,;17:04:15;16.3440283;-89.4243333;514;7;1.2;1.5,;29;6;0;;
06/01/2018,;17:19:24;16.343525;-89.42341;378;6;1.2;1.5,;29;7;0;;
06/01/2018,;18:07:46;16.34439;-89.4245617;388;6;1.5;1.8,;31;20;0;;
06/01/2018,;18:39:45;16.3439233;-89.4243517;460;6;1.1;1.4,;31;28;0;;
06/01/2018,;18:55:25;16.34393;-89.4246483;424;6;1.3;1.6,;30;38;0;;
06/01/2018,;19:11:38;16.3438883;-89.424165;460;6;1.1;1.5,;30;63;0;;
06/01/2018,;19:26:54;16.3437333;-89.4241883;544;7;1.1;1.4,;30;15;0;;
06/01/2018,;19:42:28;16.3438433;-89.4244783;422;6;1.0;1.4,;30;33;0;;
06/01/2018,;19:58:04;16.343805;-89.4242983;450;4;1.8;2.1,;30;35;0;;
06/01/2018,;20:13:34;16.3436517;-89.4242433;524;4;4.4;4.5,;30;30;0;;
06/01/2018,;20:29:23;16.344035;-89.4244117;558;5;1.5;1.7,;30;47;0;;
06/01/2018,;21:01:56;16.3438667;-89.424425;564;5;1.8;2.0,;29;62;0;;
06/01/2018,;23:29:35;16.344175;-89.4241617;552;6;1.4;1.6,;30;34;0;;
06/01/2018,;23:44:49;16.3439317;-89.4245567;648;6;1.3;1.5,;29;13;0;;
06/02/2018,;00:00:01;16.343635;-89.42437;532;6;1.2;1.5,;29;11;0;;
06/02/2018,;00:15:24;16.34395;-89.4243;500;5;1.6;1.8,;28;21;0;;
06/02/2018,;00:31:08;16.3437667;-89.424275;532;6;1.2;1.5,;29;43;0;;
06/02/2018,;00:46:20;16.3439233;-89.424275;506;6;1.1;1.4,;30;11;0;;
06/02/2018,;01:01:28;16.3439217;-89.424475;480;6;1.1;1.4,;30;7;0;;
06/02/2018,;01:16:44;16.3437183;-89.424295;488;5;1.6;1.8,;30;15;0;;
06/02/2018,;01:32:25;16.3437533;-89.4247167;700;5;1.3;1.7,;30;40;0;;
06/02/2018,;01:48:04;16.3439867;-89.4243867;580;5;1.2;1.5,;29;38;0;;
06/02/2018,;02:03:59;16.3438417;-89.4244867;534;6;1.2;1.5,;29;54;0;;
06/02/2018,;02:19:41;16.3438;-89.4246433;638;7;1.0;1.3,;28;41;0;;
06/02/2018,;02:35:05;16.3438817;-89.42439;506;6;1.4;1.6,;29;23;0;;
06/02/2018,;02:51:01;16.343775;-89.423585;426;7;1.1;1.4,;28;55;0;;
06/02/2018,;03:06:10;16.3428583;-89.4246517;472;6;1.2;1.4,;27;8;0;;
06/02/2018,;03:21:28;16.343395;-89.4243467;502;8;0.9;1.5,;27;16;0;;
06/02/2018,;04:26:49;16.3439317;-89.42421;510;6;1.2;1.5,;30;48;0;;
06/02/2018,;04:41:53;16.3438283;-89.4243633;504;6;1.2;1.5,;29;3;0;;
06/02/2018,;04:56:57;16.34373;-89.424215;490;6;1.5;1.8,;28;3;0;;
06/02/2018,;05:28:50;16.34398;-89.424395;502;6;1.1;1.4,;28;21;0;;
06/02/2018,;05:44:01;16.3438483;-89.4245533;524;6;2.0;2.2,;28;10;0;;
06/02/2018,;05:59:14;16.343685;-89.4241433;502;6;1.5;1.7,;28;11;0;;
06/02/2018,;06:14:18;16.3439033;-89.4245867;546;7;1.4;1.7,;28;3;0;;
06/02/2018,;06:29:22;16.3438117;-89.424405;500;6;2.0;2.2,;28;3;0;;
06/02/2018,;06:44:26;16.3437883;-89.4244317;512;6;2.3;2.5,;28;3;0;;
06/02/2018,;06:59:42;16.34366;-89.42409;450;6;1.2;1.5,;28;14;0;;
06/02/2018,;07:14:49;16.3436183;-89.4241117;450;5;1.3;1.6,;29;6;0;;
06/02/2018,;07:30:00;16.3437617;-89.4241933;470;6;1.3;1.6,;29;10;0;;
06/02/2018,;07:45:13;16.343675;-89.4245167;510;6;1.2;1.5,;29;12;0;;
06/02/2018,;08:00:27;16.3435983;-89.424335;612;6;1.3;1.6,;29;12;0;;
06/02/2018,;09:22:46;16.3435333;-89.4247;516;7;1.3;1.6,;29;63;0;;
06/02/2018,;09:37:51;16.3436083;-89.4247;482;6;1.3;1.6,;30;4;0;;
06/02/2018,;09:53:01;16.343935;-89.4242183;598;6;1.4;1.7,;30;9;0;;
06/02/2018,;10:08:12;16.3435483;-89.4240167;716;6;1.4;1.7,;30;9;0;;
06/02/2018,;10:23:41;16.34382;-89.42445;522;8;0.9;1.3,;30;28;0;;
06/02/2018,;10:39:19;16.34372;-89.4242683;520;6;1.8;2.0,;30;37;0;;
06/02/2018,;10:54:30;16.3436467;-89.4242617;502;6;1.3;1.6,;30;10;0;;
06/02/2018,;11:09:35;16.3438733;-89.4241517;518;5;2.0;2.2,;29;4;0;;
06/02/2018,;11:24:49;16.3431983;-89.4240683;494;6;1.3;1.6,;28;13;0;;
06/02/2018,;11:39:58;16.34372;-89.4243467;496;6;1.1;1.4,;28;8;0;;
06/02/2018,;11:55:13;16.3435433;-89.4246667;476;6;1.2;1.5,;28;13;0;;
06/02/2018,;12:10:25;16.3437333;-89.424315;548;6;1.6;1.8,;28;11;0;;
06/02/2018,;12:25:35;16.34383;-89.42406;556;6;1.1;1.4,;27;9;0;;
06/02/2018,;12:40:48;16.3437717;-89.4241;538;6;1.3;1.6,;28;11;0;;
06/02/2018,;12:56:05;16.3437433;-89.4244417;496;6;1.3;1.6,;29;16;0;;
06/02/2018,;13:11:18;16.3437333;-89.4244033;524;6;1.0;1.3,;28;12;0;;
06/02/2018,;13:26:30;16.3437567;-89.42408;522;6;1.2;1.5,;29;11;0;;
06/02/2018,;13:41:42;16.3438083;-89.4246217;486;7;1.6;1.8,;29;11;0;;
06/02/2018,;13:58:10;16.3438;-89.4243833;500;4;1.1;1.5,;28;63;0;;
06/02/2018,;15:03:00;16.343745;-89.42429;494;7;1.5;1.7,;29;18;0;;
06/02/2018,;15:18:50;16.3436733;-89.4242733;586;8;1.2;1.4,;30;49;0;;
06/02/2018,;15:33:56;16.3435733;-89.42433;534;9;1.0;1.3,;29;6;0;;
06/02/2018,;15:49:20;16.34345;-89.4243267;584;6;1.4;1.7,;30;22;0;;
06/02/2018,;16:05:25;16.3438183;-89.4243217;498;9;1.0;1.3,;30;63;0;;
06/02/2018,;16:20:35;16.3438917;-89.424305;474;7;1.0;1.3,;30;9;0;;
06/02/2018,;16:35:45;16.343705;-89.4244417;488;8;0.9;1.3,;30;9;0;;
06/02/2018,;16:50:55;16.3438717;-89.4236617;308;6;1.1;1.4,;30;9;0;;
06/02/2018,;17:06:14;16.3436117;-89.424255;368;6;1.3;1.6,;30;18;0;;
06/02/2018,;18:27:26;16.3438567;-89.4244983;500;8;1.0;1.3,;30;9;0;;
06/02/2018,;18:42:32;16.3437017;-89.4243267;508;6;1.9;2.1,;30;6;0;;
06/02/2018,;18:58:01;16.3437917;-89.42489;244;6;1.1;1.4,;30;27;0;;
06/02/2018,;20:35:59;16.3435033;-89.42453;402;6;1.2;1.5,;31;25;0;;
06/02/2018,;21:24:49;16.3438633;-89.42464;506;6;1.2;1.5,;30;48;0;;
06/02/2018,;21:40:14;16.3442117;-89.4244067;584;7;1.0;1.3,;30;24;0;;
06/02/2018,;22:11:56;16.3439583;-89.42449;542;5;1.4;1.7,;29;11;0;;
06/02/2018,;22:27:05;16.344055;-89.4241767;588;6;1.2;1.5,;30;7;0;;
06/02/2018,;22:42:46;16.34384;-89.4244;586;6;1.5;1.8,;29;40;0;;
06/02/2018,;22:58:51;16.343865;-89.4244033;528;5;2.6;2.8,;29;63;0;;
06/02/2018,;23:30:46;16.3434417;-89.4242067;488;6;1.4;1.7,;29;24;0;;
06/03/2018,;00:19:32;16.3439083;-89.424355;516;6;1.4;1.7,;29;44;0;;
06/03/2018,;00:36:01;16.3439417;-89.4242917;500;5;1.2;1.5,;30;63;0;;
06/03/2018,;01:08:32;16.3437867;-89.4240783;580;6;1.0;1.4,;29;60;0;;
06/03/2018,;01:24:31;16.343915;-89.42419;510;9;0.8;1.2,;29;58;0;;
06/03/2018,;01:39:54;16.34397;-89.4244817;532;6;1.1;1.5,;28;22;0;;
06/03/2018,;01:55:58;16.343755;-89.4242383;260;6;1.3;3.8,;29;63;0;;
06/03/2018,;02:11:07;16.343905;-89.4243717;510;7;1.1;1.4,;29;8;0;;
06/03/2018,;04:38:18;16.3440483;-89.4248517;514;6;1.4;1.7,;29;6;0;;
06/03/2018,;04:53:32;16.34406;-89.42386;390;7;1.1;1.4,;30;12;0;;
06/03/2018,;05:41:43;16.3440533;-89.424375;510;5;1.6;1.9,;30;9;0;;
06/03/2018,;05:56:59;16.3439183;-89.4240617;488;6;1.3;1.5,;28;15;0;;
06/03/2018,;06:12:06;16.343975;-89.4244033;510;6;1.8;2.0,;28;6;0;;
06/03/2018,;06:27:19;16.3440983;-89.4242567;390;6;1.2;1.5,;28;12;0;;
06/03/2018,;06:43:48;16.3440133;-89.4245617;496;6;2.3;2.5,;28;63;0;;
06/03/2018,;06:58:57;16.3437317;-89.4244583;520;5;1.3;1.6,;28;7;0;;
06/03/2018,;07:14:09;16.34351;-89.4244783;454;6;1.2;1.5,;27;11;0;;
06/03/2018,;07:29:17;16.3434183;-89.4243983;504;6;1.3;1.5,;28;7;0;;
06/03/2018,;07:44:31;16.343645;-89.4245983;550;6;1.2;1.5,;29;13;0;;
06/03/2018,;07:59:37;16.34394;-89.4244483;528;7;1.2;1.5,;30;6;0;;
06/03/2018,;08:14:45;16.3439767;-89.4244867;538;6;1.5;1.8,;28;6;0;;
06/03/2018,;08:29:55;16.3438633;-89.4246;502;6;1.4;1.7,;28;9;0;;
06/03/2018,;08:45:49;16.343865;-89.42456;540;9;1.0;1.2,;28;52;0;;
06/03/2018,;09:00:53;16.3438967;-89.42443;502;7;1.5;1.7,;29;3;0;;
06/03/2018,;09:16:08;16.3438867;-89.4244333;492;6;1.4;1.7,;28;14;0;;
06/03/2018,;09:31:19;16.343705;-89.424245;428;7;1.0;1.4,;29;10;0;;
06/03/2018,;09:46:32;16.3437033;-89.42434;420;7;1.0;1.4,;29;11;0;;
06/03/2018,;10:01:39;16.3436883;-89.4242183;418;6;1.1;1.4,;28;6;0;;
06/03/2018,;10:16:44;16.343855;-89.424285;472;6;1.1;1.4,;28;5;0;;
06/03/2018,;10:31:56;16.34416;-89.4244517;530;6;1.1;1.4,;28;10;0;;
06/03/2018,;10:47:07;16.34362;-89.4242883;538;5;1.3;1.6,;28;10;0;;
06/03/2018,;11:02:11;16.3438467;-89.4244733;484;8;1.0;1.3,;29;3;0;;
06/03/2018,;11:17:19;16.343675;-89.4242333;480;6;1.3;1.6,;29;7;0;;
06/03/2018,;11:32:26;16.3440433;-89.4243133;480;5;2.3;2.5,;29;5;0;;
06/03/2018,;11:47:39;16.3438183;-89.4243667;492;8;1.0;1.3,;28;12;0;;
06/03/2018,;12:03:13;16.3437967;-89.4242433;506;6;1.4;1.6,;28;33;0;;
06/03/2018,;12:18:25;16.3439517;-89.424435;504;6;1.4;1.6,;28;11;0;;
06/03/2018,;12:33:44;16.34385;-89.4242833;516;8;0.9;1.3,;27;18;0;;
06/03/2018,;13:06:31;16.3437267;-89.4242367;528;6;1.4;1.6,;28;63;0;;
06/03/2018,;13:21:55;16.3438233;-89.424415;506;5;1.5;1.7,;28;23;0;;
06/03/2018,;13:37:12;16.34362;-89.4242617;470;6;1.4;1.6,;28;16;0;;
06/03/2018,;14:25:38;16.34372;-89.423965;514;6;1.3;1.5,;28;25;0;;
06/03/2018,;14:41:42;16.3436333;-89.4242567;504;10;0.9;1.1,;28;63;0;;
06/03/2018,;14:56:54;16.34356;-89.424205;528;12;0.7;1.0,;29;11;0;;
06/03/2018,;15:45:03;16.3434617;-89.4242817;514;7;1.2;1.5,;30;7;0;;
06/03/2018,;16:00:16;16.3430517;-89.4241883;342;6;1.1;1.4,;28;12;0;;
06/03/2018,;16:15:56;16.343575;-89.4238933;504;6;1.0;1.3,;28;38;0;;
06/03/2018,;16:47:31;16.343555;-89.42419;384;5;1.4;1.7,;30;4;0;;
06/03/2018,;17:52:31;16.3437133;-89.4245183;512;8;1.0;1.3,;30;27;0;;
06/03/2018,;18:07:52;16.3442333;-89.42455;440;7;1.0;1.3,;29;20;0;;
06/03/2018,;18:56:30;16.34418;-89.4243867;512;6;1.6;1.8,;29;36;0;;
06/03/2018,;21:07:34;16.34405;-89.4242283;582;7;1.0;1.3,;31;29;0;;
06/03/2018,;23:35:26;16.3435883;-89.424485;576;6;1.1;1.4,;30;47;0;;
06/03/2018,;23:51:17;16.34363;-89.423795;546;6;1.0;1.3,;30;50;0;;
06/04/2018,;00:06:53;16.343685;-89.4242483;534;8;0.9;1.2,;29;35;0;;
06/04/2018,;00:38:54;16.343835;-89.4244583;510;7;1.0;1.3,;29;29;0;;
06/04/2018,;01:10:40;16.3438283;-89.4238633;502;7;1.1;1.4,;28;15;0;;
06/04/2018,;01:42:22;16.343665;-89.42414;490;8;0.9;1.3,;28;10;0;;
06/04/2018,;01:57:41;16.3437383;-89.4240717;458;5;1.3;1.6,;28;17;0;;
06/04/2018,;02:12:57;16.34367;-89.42425;664;5;1.2;1.6,;28;15;0;;
06/04/2018,;02:28:02;16.3438217;-89.42419;510;5;1.9;2.1,;28;4;0;;
06/04/2018,;02:43:13;16.34468;-89.423745;498;5;1.7;1.9,;29;10;0;;
06/04/2018,;02:58:33;16.3439117;-89.4241883;502;6;1.0;1.3,;29;20;0;;
06/04/2018,;03:14:02;16.3438867;-89.4243467;496;7;0.9;1.3,;29;27;0;;
06/04/2018,;03:29:39;16.3438233;-89.424345;488;6;1.3;1.5,;30;36;0;;
06/04/2018,;03:45:07;16.343925;-89.4242983;512;6;1.1;1.4,;29;27;0;;
06/04/2018,;04:00:19;16.3438283;-89.424405;524;5;3.2;3.3,;29;11;0;;
06/04/2018,;04:15:28;16.34371;-89.424255;488;6;1.3;1.6,;29;8;0;;
06/04/2018,;04:47:18;16.3438533;-89.4242867;476;6;1.1;1.5,;29;18;0;;
06/04/2018,;05:02:31;16.3440433;-89.4238233;294;5;1.2;1.5,;29;12;0;;
06/04/2018,;05:17:43;16.3440417;-89.424255;490;5;2.0;2.2,;29;11;0;;
06/04/2018,;05:33:00;16.3438083;-89.4242633;490;6;1.9;2.5,;28;16;0;;
06/04/2018,;05:48:14;16.3439867;-89.42434;506;6;1.6;1.9,;28;13;0;;
06/04/2018,;06:03:30;16.3436933;-89.4243933;454;6;1.7;1.9,;28;15;0;;
06/04/2018,;06:19:19;16.3437383;-89.424285;494;6;1.2;1.5,;29;47;0;;
06/04/2018,;06:51:03;16.3438017;-89.424305;490;6;1.2;1.5,;29;13;0;;
06/04/2018,;07:06:14;16.3440783;-89.4247883;360;7;1.0;1.4,;29;10;0;;
06/04/2018,;07:21:21;16.343825;-89.4244483;560;6;1.2;1.6,;29;6;0;;
06/04/2018,;07:36:31;16.343795;-89.4245867;554;6;1.2;1.5,;30;10;0;;
06/04/2018,;07:51:43;16.3434617;-89.4242133;622;5;1.6;1.9,;29;10;0;;
06/04/2018,;08:06:49;16.3436183;-89.4244167;540;5;1.6;1.8,;28;5;0;;
06/04/2018,;08:21:59;16.34359;-89.4244733;526;6;1.5;1.8,;28;9;0;;
06/04/2018,;08:37:10;16.343815;-89.424045;506;6;1.2;1.4,;28;9;0;;
06/04/2018,;08:52:20;16.3438567;-89.42412;474;6;1.1;1.4,;28;9;0;;
06/04/2018,;09:07:27;16.3438467;-89.42418;448;6;1.4;1.7,;28;6;0;;
06/04/2018,;09:22:32;16.34386;-89.4243483;516;9;0.8;1.2,;29;4;0;;
06/04/2018,;09:37:37;16.3440533;-89.4240817;444;5;1.2;1.5,;27;3;0;;
06/04/2018,;09:52:42;16.3438083;-89.424245;516;7;1.0;1.4,;27;4;0;;
06/04/2018,;10:07:47;16.3437583;-89.424205;468;8;0.9;1.3,;27;4;0;;
06/04/2018,;10:22:58;16.3437617;-89.424165;482;10;0.8;1.2,;28;10;0;;
06/04/2018,;10:38:05;16.34379;-89.4241983;482;6;1.3;1.6,;28;5;0;;
06/04/2018,;10:53:15;16.3435967;-89.423965;444;6;1.2;1.5,;29;9;0;;
06/04/2018,;11:08:21;16.343505;-89.424115;504;6;1.1;1.4,;29;6;0;;
06/04/2018,;11:23:27;16.3437133;-89.4241367;520;7;1.1;1.4,;28;4;0;;
06/04/2018,;11:39:01;16.343905;-89.4242617;522;11;0.7;1.0,;28;33;0;;
06/04/2018,;11:54:05;16.3438733;-89.42418;566;5;1.4;1.7,;27;3;0;;
