Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, Temperature [C], Speed [km/h], TTFF, SNR, tbd
01/25/2019, 21:10:56, , , , , , , , No position found
01/25/2019, 21:27:26, , , , , , , , No position found
01/25/2019, 21:43:57, , , , , , , , No position found
01/25/2019, 22:00:27, , , , , , , , No position found
01/25/2019, 22:16:58, , , , , , , , No position found
01/25/2019, 22:33:28, , , , , , , , No position found
01/25/2019, 22:49:59, , , , , , , , No position found
01/25/2019, 23:06:29, , , , , , , , No position found
01/25/2019, 23:22:59, , , , , , , , No position found
01/25/2019, 23:39:30, , , , , , , , No position found
01/25/2019, 23:56:00, , , , , , , , No position found
01/26/2019, 00:12:31, , , , , , , , No position found
01/26/2019, 00:29:01, , , , , , , , No position found
01/26/2019, 00:45:32, , , , , , , , No position found
01/26/2019, 01:02:02, , , , , , , , No position found
01/26/2019, 01:18:33, , , , , , , , No position found
01/26/2019, 01:35:03, , , , , , , , No position found
01/26/2019, 01:51:34, , , , , , , , No position found
01/26/2019, 02:08:04, , , , , , , , No position found
01/26/2019, 02:24:35, , , , , , , , No position found
01/26/2019, 02:41:05, , , , , , , , No position found
01/26/2019, 02:57:36, , , , , , , , No position found
01/26/2019, 03:14:06, , , , , , , , No position found
01/26/2019, 03:30:37, , , , , , , , No position found
01/26/2019, 03:47:07, , , , , , , , No position found
01/26/2019, 04:03:37, , , , , , , , No position found
01/26/2019, 04:20:08, , , , , , , , No position found
01/26/2019, 04:36:38, , , , , , , , No position found
01/26/2019, 04:53:09, , , , , , , , No position found
01/26/2019, 05:09:39, , , , , , , , No position found
01/26/2019, 05:26:10, , , , , , , , No position found
01/26/2019, 05:42:40, , , , , , , , No position found
01/26/2019, 05:59:11, , , , , , , , No position found
01/26/2019, 06:15:41, , , , , , , , No position found
01/26/2019, 06:32:12, , , , , , , , No position found
01/26/2019, 06:48:42, , , , , , , , No position found
01/26/2019, 07:05:13, , , , , , , , No position found
01/26/2019, 07:21:43, , , , , , , , No position found
01/26/2019, 07:38:14, , , , , , , , No position found
01/26/2019, 07:54:44, , , , , , , , No position found
01/26/2019, 08:11:14, , , , , , , , No position found
01/26/2019, 08:27:45, , , , , , , , No position found
01/26/2019, 08:44:15, , , , , , , , No position found
01/26/2019, 09:00:46, , , , , , , , No position found
01/26/2019, 09:17:16, , , , , , , , No position found
01/26/2019, 09:33:47, , , , , , , , No position found
01/26/2019, 09:50:17, , , , , , , , No position found
01/26/2019, 10:06:48, , , , , , , , No position found
01/26/2019, 10:23:18, , , , , , , , No position found
01/26/2019, 10:39:49, , , , , , , , No position found
01/26/2019, 10:56:19, , , , , , , , No position found
01/26/2019, 11:12:50, , , , , , , , No position found
01/26/2019, 11:29:20, , , , , , , , No position found
01/26/2019, 11:45:51, , , , , , , , No position found
01/26/2019, 12:02:21, , , , , , , , No position found
01/26/2019, 12:18:52, , , , , , , , No position found
01/26/2019, 12:35:22, , , , , , , , No position found
01/26/2019, 12:51:52, , , , , , , , No position found
01/26/2019, 13:08:23, , , , , , , , No position found
01/26/2019, 13:24:53, , , , , , , , No position found
01/26/2019, 13:41:24, , , , , , , , No position found
01/26/2019, 13:57:54, , , , , , , , No position found
01/26/2019, 14:14:25, , , , , , , , No position found
01/26/2019, 14:30:55, , , , , , , , No position found
01/26/2019, 14:47:26, , , , , , , , No position found
01/26/2019, 15:03:56, , , , , , , , No position found
01/26/2019, 15:20:27, , , , , , , , No position found
01/26/2019, 15:36:57, , , , , , , , No position found
01/26/2019, 15:53:28, , , , , , , , No position found
01/26/2019, 16:09:58, , , , , , , , No position found
01/26/2019, 16:26:29, , , , , , , , No position found
01/26/2019, 16:42:59, , , , , , , , No position found
01/26/2019, 16:59:30, , , , , , , , No position found
01/26/2019, 17:16:00, , , , , , , , No position found
01/26/2019, 17:32:30, , , , , , , , No position found
01/26/2019, 17:49:01, , , , , , , , No position found
01/26/2019, 18:05:31, , , , , , , , No position found
01/26/2019, 18:22:02, , , , , , , , No position found
01/26/2019, 18:38:32, , , , , , , , No position found
01/26/2019, 18:55:03, , , , , , , , No position found
01/26/2019, 19:11:33, , , , , , , , No position found
01/26/2019, 19:28:04, , , , , , , , No position found
01/26/2019, 19:44:34, , , , , , , , No position found
01/26/2019, 20:01:05, , , , , , , , No position found
01/26/2019, 20:17:35, , , , , , , , No position found
01/26/2019, 20:34:06, , , , , , , , No position found
01/26/2019, 20:50:36, , , , , , , , No position found
01/26/2019, 21:07:07, , , , , , , , No position found
01/26/2019, 21:23:37, , , , , , , , No position found
01/26/2019, 21:40:08, , , , , , , , No position found
01/26/2019, 21:56:38, , , , , , , , No position found
01/26/2019, 22:13:08, , , , , , , , No position found
01/26/2019, 22:29:39, , , , , , , , No position found
01/26/2019, 22:46:09, , , , , , , , No position found
01/26/2019, 23:02:40, , , , , , , , No position found
01/26/2019, 23:19:10, , , , , , , , No position found
01/26/2019, 23:35:41, , , , , , , , No position found
01/26/2019, 23:52:11, , , , , , , , No position found
01/27/2019, 00:08:42, , , , , , , , No position found
01/27/2019, 00:25:12, , , , , , , , No position found
