Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, Temperature [C], Speed [km/h], TTFF, SNR, tbd
01/25/2019, 12:32:13, 1.7142833, 33.6291267, 1106, 6, 1.1, 1.4, 32, 0, 41, 0, 0
01/25/2019, 12:47:17, 1.71436, 33.6291317, 1116, 5, 1.4, 1.7, 31, 1.852, 4, 0, 0
01/25/2019, 13:02:24, 1.7144133, 33.6292117, 1054, 5, 1.2, 1.5, 36, 0, 6, 0, 0
01/25/2019, 13:02:24, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 13:17:37, 1.7143667, 33.6290333, 1120, 5, 1.5, 1.8, 33, 0, 13, 0, 0
01/25/2019, 13:32:55, 1.71418, 33.6288683, 1096, 4, 3.5, 3.6, 31, 7.408, 16, 0, 0
01/25/2019, 13:49:03, 1.7143067, 33.6290717, 1108, 5, 1.6, 1.8, 31, 1.852, 63, 0, 0
01/25/2019, 14:04:12, 1.713665, 33.6293133, 1140, 7, 1.1, 1.4, 32, 0, 9, 0, 0
01/25/2019, 14:04:12, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 14:19:19, 1.7141117, 33.6291517, 1144, 6, 1.3, 1.6, 33, 1.852, 6, 0, 0
01/25/2019, 14:35:00, 1.7143417, 33.6290683, 1132, 6, 1.3, 1.5, 33, 0, 40, 0, 0
01/25/2019, 14:50:06, 1.7142267, 33.62923, 1138, 4, 2.1, 2.3, 32, 0, 6, 0, 0
01/25/2019, 15:05:12, 1.7142883, 33.62907, 1134, 5, 1.1, 1.4, 32, 0, 6, 0, 0
01/25/2019, 15:05:13, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 15:20:23, 1.7142983, 33.6290567, 1142, 4, 1.4, 1.6, 32, 0, 10, 0, 0
01/25/2019, 15:35:27, 1.71419, 33.62903, 1130, 5, 1.0, 1.3, 30, 0, 4, 0, 0
01/25/2019, 15:50:36, 1.7142833, 33.6291117, 1126, 5, 1.2, 1.5, 30, 0, 8, 0, 0
01/25/2019, 16:05:49, 1.71386, 33.6285367, 1062, 6, 1.0, 1.3, 31, 0, 13, 0, 0
01/25/2019, 16:05:50, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 16:21:24, 1.7142867, 33.6290783, 1102, 5, 1.2, 1.5, 32, 0, 34, 0, 0
01/25/2019, 16:37:06, 1.7142717, 33.6290933, 1126, 8, 0.9, 1.2, 31, 0, 41, 0, 0
01/25/2019, 16:52:10, 1.71385, 33.6292183, 1118, 6, 1.0, 1.3, 30, 0, 4, 0, 0
01/25/2019, 17:07:13, 1.7143117, 33.6291333, 1092, 6, 1.2, 1.5, 30, 0, 3, 0, 0
01/25/2019, 17:07:13, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 17:22:17, 1.7144117, 33.6290467, 1098, 7, 1.1, 1.4, 30, 11.112, 3, 0, 0
01/25/2019, 17:37:21, 1.714315, 33.6290617, 1100, 8, 0.9, 1.2, 30, 0, 4, 0, 0
01/25/2019, 17:52:26, 1.7143333, 33.62897, 1100, 9, 0.8, 1.1, 30, 0, 4, 0, 0
01/25/2019, 18:07:30, 1.713825, 33.6291667, 1102, 8, 0.9, 1.2, 30, 3.704, 4, 0, 0
01/25/2019, 18:07:30, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 18:22:35, 1.71426, 33.6291, 1106, 5, 1.4, 1.7, 30, 0, 4, 0, 0
01/25/2019, 18:38:17, 1.71431, 33.6291367, 1132, 7, 1.0, 1.3, 30, 0, 41, 0, 0
01/25/2019, 18:53:27, 1.7145167, 33.6291033, 1166, 7, 1.1, 1.4, 30, 0, 10, 0, 0
01/25/2019, 19:08:31, 1.7145617, 33.629375, 1164, 5, 1.6, 1.9, 30, 0, 3, 0, 0
01/25/2019, 19:08:31, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 19:23:35, 1.714075, 33.6292433, 1098, 6, 1.1, 1.5, 30, 7.408, 4, 0, 0
01/25/2019, 19:38:46, 1.7140833, 33.6290967, 1142, 7, 0.9, 1.3, 30, 1.852, 10, 0, 0
01/25/2019, 19:53:50, 1.7141883, 33.6292867, 1086, 7, 1.0, 1.3, 31, 0, 4, 0, 0
01/25/2019, 20:08:59, 1.7142667, 33.62924, 1086, 8, 0.9, 1.2, 30, 1.852, 8, 0, 0
01/25/2019, 20:08:59, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 20:24:05, 1.71409, 33.6290367, 1066, 6, 1.6, 1.9, 29, 0, 6, 0, 0
01/25/2019, 20:39:47, 1.715105, 33.628815, 1078, 10, 0.7, 1.1, 29, 0, 41, 0, 0
01/25/2019, 20:54:51, 1.7143033, 33.6289117, 1076, 8, 0.9, 1.2, 28, 5.556, 4, 0, 0
01/25/2019, 21:10:02, 1.7140583, 33.62895, 1084, 5, 1.1, 1.4, 29, 0, 10, 0, 0
01/25/2019, 21:10:02, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 21:25:11, 1.7140683, 33.629065, 1070, 6, 1.1, 1.4, 31, 0, 9, 0, 0
01/25/2019, 21:40:18, 1.714175, 33.6287033, 1070, 6, 1.4, 1.7, 30, 0, 7, 0, 0
01/25/2019, 21:55:24, 1.71404, 33.629055, 1102, 7, 1.0, 1.3, 30, 0, 5, 0, 0
01/25/2019, 22:10:50, 1.713975, 33.6291283, 1118, 8, 0.8, 1.2, 30, 0, 26, 0, 0
01/25/2019, 22:10:50, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 22:27:21, , , , , , , , No position found
01/25/2019, 22:43:51, , , , , , , , No position found
01/25/2019, 23:00:22, , , , , , , , No position found
01/25/2019, 23:00:22, , , , , , , , Battery Voltage =  4.14V
01/25/2019, 23:15:27, 1.7140733, 33.629095, 1112, 5, 1.5, 1.8, 31, 0, 4, 0, 0
01/25/2019, 23:30:34, 1.7139683, 33.6290733, 1072, 8, 0.9, 1.3, 30, 0, 7, 0, 0
01/25/2019, 23:45:41, 1.714065, 33.6291533, 1098, 7, 1.1, 1.4, 30, 0, 6, 0, 0
01/26/2019, 00:00:48, 1.71402, 33.6290067, 1046, 7, 1.0, 1.3, 30, 0, 7, 0, 0
01/26/2019, 00:00:48, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 00:16:01, 1.7138467, 33.6291483, 1072, 8, 1.0, 1.3, 30, 1.852, 12, 0, 0
01/26/2019, 00:31:07, 1.714125, 33.6290483, 1028, 7, 1.0, 1.4, 30, 0, 6, 0, 0
01/26/2019, 00:46:49, 1.7139767, 33.6291517, 1094, 10, 0.8, 1.2, 30, 0, 40, 0, 0
01/26/2019, 01:01:58, 1.7141, 33.629355, 1132, 8, 0.9, 1.3, 30, 0, 9, 0, 0
01/26/2019, 01:01:59, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 01:17:11, 1.7140267, 33.629245, 1062, 6, 1.1, 1.4, 30, 1.852, 12, 0, 0
01/26/2019, 01:32:25, 1.7141133, 33.6290383, 1084, 8, 0.9, 1.2, 30, 0, 14, 0, 0
01/26/2019, 01:47:38, 1.7146817, 33.6292067, 982, 6, 1.4, 1.7, 30, 1.852, 12, 0, 0
01/26/2019, 02:02:48, 1.714705, 33.6288883, 1026, 6, 1.2, 1.5, 30, 0, 10, 0, 0
01/26/2019, 02:02:49, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 02:17:58, 1.71419, 33.6290767, 998, 7, 1.1, 1.4, 30, 0, 9, 0, 0
01/26/2019, 02:33:05, 1.714055, 33.62903, 1108, 8, 0.8, 1.2, 30, 0, 7, 0, 0
01/26/2019, 02:48:47, 1.71397, 33.62908, 1140, 9, 0.8, 1.2, 30, 0, 41, 0, 0
01/26/2019, 03:04:01, 1.7137883, 33.6287683, 1092, 6, 1.1, 1.4, 30, 0, 14, 0, 0
01/26/2019, 03:04:01, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 03:19:12, 1.7142017, 33.62918, 1094, 10, 0.8, 1.1, 29, 0, 10, 0, 0
01/26/2019, 03:34:16, 1.7143067, 33.6288983, 1096, 10, 0.8, 1.1, 28, 0, 4, 0, 0
01/26/2019, 03:50:40, 1.71403, 33.6291283, 1114, 5, 1.2, 1.5, 30, 1.852, 63, 0, 0
01/26/2019, 04:05:44, 1.71431, 33.62901, 1098, 10, 0.8, 1.2, 28, 0, 4, 0, 0
01/26/2019, 04:05:44, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 04:20:50, 1.71386, 33.6288517, 1074, 7, 1.0, 1.4, 28, 1.852, 5, 0, 0
01/26/2019, 04:35:54, 1.7143233, 33.628725, 1100, 10, 0.8, 1.2, 29, 0, 4, 0, 0
01/26/2019, 04:51:36, 1.7144067, 33.6293383, 1120, 12, 0.7, 1.0, 27, 0, 40, 0, 0
01/26/2019, 05:06:55, 1.7138117, 33.6294167, 974, 6, 1.2, 1.5, 29, 0, 19, 0, 0
01/26/2019, 05:06:55, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 05:22:09, 1.7142617, 33.6291417, 1080, 8, 1.0, 1.3, 30, 0, 13, 0, 0
01/26/2019, 05:37:21, 1.7142633, 33.6288483, 1042, 7, 1.2, 1.4, 30, 1.852, 11, 0, 0
01/26/2019, 05:52:30, 1.7141967, 33.6291833, 1068, 6, 3.1, 4.5, 30, 0, 9, 0, 0
01/26/2019, 06:07:36, 1.714195, 33.6290067, 1056, 7, 1.0, 1.3, 30, 0, 5, 0, 0
01/26/2019, 06:07:36, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 06:22:40, 1.71435, 33.6290617, 1092, 7, 1.4, 1.6, 30, 0, 4, 0, 0
01/26/2019, 06:37:46, 1.714045, 33.62914, 1048, 7, 1.3, 1.6, 29, 0, 5, 0, 0
01/26/2019, 06:53:28, 1.714325, 33.629025, 1108, 12, 0.7, 1.0, 29, 0, 40, 0, 0
01/26/2019, 07:08:31, 1.71431, 33.6290117, 1116, 7, 1.2, 1.5, 30, 5.556, 3, 0, 0
01/26/2019, 07:08:31, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 07:23:36, 1.71431, 33.6290417, 1104, 9, 0.9, 1.3, 30, 0, 4, 0, 0
01/26/2019, 07:39:46, 1.7140617, 33.629005, 1046, 6, 1.4, 1.7, 30, 0, 63, 0, 0
01/26/2019, 07:56:16, , , , , , , , No position found
01/26/2019, 08:12:47, , , , , , , , No position found
01/26/2019, 08:12:47, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 08:27:53, 1.7144583, 33.6290733, 1128, 6, 1.7, 1.9, 35, 1.852, 5, 0, 0
01/26/2019, 08:43:32, 1.7143783, 33.6291033, 1112, 5, 1.7, 1.9, 31, 0, 38, 0, 0
01/26/2019, 08:59:13, 1.714355, 33.6292067, 1124, 9, 0.8, 1.2, 34, 0, 40, 0, 0
01/26/2019, 09:14:17, 1.7142683, 33.6291917, 1108, 5, 3.1, 3.2, 32, 0, 4, 0, 0
01/26/2019, 09:14:17, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 09:29:26, 1.714255, 33.6291717, 1090, 5, 2.9, 3.1, 32, 0, 9, 0, 0
01/26/2019, 09:44:31, 1.713785, 33.6292217, 1128, 10, 0.8, 1.2, 34, 0, 4, 0, 0
01/26/2019, 09:59:43, 1.7142467, 33.6287417, 868, 5, 2.1, 2.4, 33, 0, 12, 0, 0
01/26/2019, 10:14:48, 1.7143917, 33.629075, 1058, 6, 1.4, 1.7, 33, 0, 4, 0, 0
01/26/2019, 10:14:48, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 10:30:01, 1.7138767, 33.6291717, 1106, 9, 0.8, 1.1, 34, 1.852, 13, 0, 0
01/26/2019, 10:45:10, 1.71436, 33.6290967, 1110, 6, 0.9, 1.3, 33, 0, 8, 0, 0
01/26/2019, 11:00:52, 1.7142317, 33.6291617, 1098, 9, 0.8, 1.1, 32, 0, 40, 0, 0
01/26/2019, 11:00:52, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 11:16:00, 1.71426, 33.6291517, 1104, 7, 1.1, 1.4, 34, 0, 8, 0, 0
01/26/2019, 11:31:05, 1.7143617, 33.6291517, 1110, 6, 1.1, 1.4, 33, 0, 5, 0, 0
01/26/2019, 11:46:20, 1.71455, 33.6293367, 1140, 5, 1.8, 2.0, 34, 3.704, 13, 0, 0
01/26/2019, 12:01:27, 1.7138817, 33.62879, 1006, 5, 1.2, 1.5, 33, 0, 7, 0, 0
01/26/2019, 12:01:27, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 12:16:48, 1.7140717, 33.6294, 1108, 4, 4.2, 4.3, 34, 0, 20, 0, 0
01/26/2019, 12:31:55, 1.71413, 33.6294717, 1202, 5, 2.2, 2.4, 33, 0, 6, 0, 0
01/26/2019, 12:47:03, 1.7140717, 33.6291233, 1046, 6, 1.1, 1.4, 33, 0, 7, 0, 0
01/26/2019, 13:02:45, 1.71429, 33.6291167, 1110, 7, 1.0, 1.3, 33, 0, 41, 0, 0
01/26/2019, 13:02:45, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 13:17:51, 1.7141167, 33.6289633, 1086, 5, 2.3, 2.5, 33, 0, 6, 0, 0
01/26/2019, 13:34:22, , , , , , , , No position found
01/26/2019, 13:50:52, , , , , , , , No position found
01/26/2019, 14:05:58, 1.7143417, 33.6294317, 1158, 5, 1.3, 1.6, 32, 0, 6, 0, 0
01/26/2019, 14:05:58, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 14:21:13, 1.7143433, 33.6294117, 1160, 5, 2.7, 2.8, 31, 1.852, 14, 0, 0
01/26/2019, 14:36:18, 1.71393, 33.6290783, 1148, 5, 1.9, 2.1, 31, 0, 5, 0, 0
01/26/2019, 14:51:25, 1.7141133, 33.6289817, 1116, 8, 0.9, 1.2, 32, 1.852, 6, 0, 0
01/26/2019, 15:07:20, 1.715035, 33.62898, 1116, 5, 1.1, 1.4, 32, 0, 55, 0, 0
01/26/2019, 15:07:21, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 15:22:25, 1.7138933, 33.62919, 1128, 7, 1.0, 1.3, 32, 0, 4, 0, 0
01/26/2019, 15:37:34, 1.7143983, 33.62932, 1116, 8, 0.8, 1.1, 32, 0, 9, 0, 0
01/26/2019, 15:52:39, 1.7143567, 33.629095, 1088, 7, 1.0, 1.3, 31, 0, 4, 0, 0
01/26/2019, 16:07:43, 1.7144167, 33.6289133, 1078, 6, 1.5, 1.8, 31, 0, 4, 0, 0
01/26/2019, 16:07:44, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 16:22:48, 1.713835, 33.629105, 1078, 8, 0.9, 1.2, 31, 3.704, 4, 0, 0
01/26/2019, 16:38:00, 1.7144183, 33.6290383, 1072, 5, 1.3, 1.6, 30, 1.852, 12, 0, 0
01/26/2019, 16:53:16, 1.7142817, 33.6289767, 1072, 7, 1.0, 1.3, 30, 0, 15, 0, 0
01/26/2019, 17:08:58, 1.7143367, 33.62901, 1106, 7, 1.0, 1.3, 30, 0, 41, 0, 0
01/26/2019, 17:08:59, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 17:24:13, 1.7145717, 33.6286267, 1154, 5, 1.8, 2.1, 31, 1.852, 14, 0, 0
01/26/2019, 17:39:18, 1.71432, 33.6291817, 1102, 8, 0.9, 1.2, 30, 0, 4, 0, 0
01/26/2019, 17:54:22, 1.7143667, 33.629055, 1098, 9, 0.8, 1.1, 30, 14.816, 4, 0, 0
01/26/2019, 18:09:25, 1.714395, 33.6291283, 1124, 7, 0.9, 1.3, 29, 0, 3, 0, 0
01/26/2019, 18:09:26, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 18:24:29, 1.7144567, 33.6290633, 1120, 8, 0.9, 1.2, 28, 0, 3, 0, 0
01/26/2019, 18:39:34, 1.714455, 33.6291983, 1122, 7, 1.0, 1.3, 29, 0, 5, 0, 0
01/26/2019, 18:54:39, 1.71441, 33.6290567, 1030, 8, 0.9, 1.3, 29, 0, 4, 0, 0
01/26/2019, 19:10:21, 1.7142267, 33.6290817, 1114, 8, 0.9, 1.3, 30, 0, 41, 0, 0
01/26/2019, 19:10:22, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 19:25:28, 1.7139233, 33.6290683, 1188, 6, 1.0, 1.4, 30, 1.852, 7, 0, 0
01/26/2019, 19:40:43, 1.7141417, 33.629065, 1204, 8, 0.9, 1.3, 30, 0, 15, 0, 0
01/26/2019, 19:56:05, 1.7142233, 33.6294033, 1116, 5, 1.5, 1.8, 31, 0, 21, 0, 0
01/26/2019, 20:12:31, 1.7139733, 33.6287667, 1146, 5, 1.6, 1.8, 30, 0, 63, 0, 0
01/26/2019, 20:12:31, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 20:27:51, 1.71415, 33.6291283, 1134, 4, 2.7, 2.8, 31, 1.852, 18, 0, 0
01/26/2019, 20:43:01, 1.7139217, 33.6286717, 1130, 5, 1.6, 1.9, 31, 0, 10, 0, 0
01/26/2019, 20:58:11, 1.71401, 33.6293867, 1082, 8, 1.0, 1.3, 31, 9.26, 10, 0, 0
01/26/2019, 21:14:42, , , , , , , , No position found
01/26/2019, 21:14:42, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 21:30:05, 1.7140433, 33.6292017, 1106, 6, 1.2, 1.4, 32, 1.852, 23, 0, 0
01/26/2019, 21:45:21, 1.7140317, 33.6291267, 1096, 6, 1.1, 1.4, 32, 0, 15, 0, 0
01/26/2019, 22:00:40, 1.713805, 33.629065, 1104, 6, 1.1, 1.5, 32, 0, 18, 0, 0
01/26/2019, 22:00:40, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 22:16:22, 1.71412, 33.6287667, 1092, 6, 1.6, 1.8, 33, 5.556, 42, 0, 0
01/26/2019, 22:31:35, 1.71414, 33.6288683, 1094, 7, 1.1, 1.4, 32, 0, 12, 0, 0
01/26/2019, 22:46:49, 1.7140367, 33.6294617, 1144, 10, 0.7, 1.0, 30, 0, 14, 0, 0
01/26/2019, 23:02:02, 1.7138133, 33.6295983, 1166, 8, 1.0, 1.3, 30, 0, 12, 0, 0
01/26/2019, 23:02:03, , , , , , , , Battery Voltage =  4.14V
01/26/2019, 23:17:43, 1.7138233, 33.629215, 1148, 11, 0.7, 1.1, 30, 0, 40, 0, 0
01/26/2019, 23:34:14, , , , , , , , No position found
01/26/2019, 23:50:44, , , , , , , , No position found
01/27/2019, 00:05:59, 1.7141817, 33.6295633, 1208, 5, 1.2, 1.6, 30, 0, 15, 0, 0
01/27/2019, 00:05:59, , , , , , , , Battery Voltage =  4.14V
01/27/2019, 00:21:06, 1.7140833, 33.6292167, 1072, 6, 1.0, 1.3, 30, 0, 6, 0, 0
01/27/2019, 00:36:12, 1.7140583, 33.6294383, 1156, 7, 1.0, 1.3, 30, 0, 6, 0, 0
01/27/2019, 00:51:40, 1.7140517, 33.6290733, 1092, 6, 1.5, 1.8, 30, 0, 26, 0, 0
