Date; Time; Latitude; Longitude; Altitude; Satellites; HDOP; PDOP; Temperature [C]; Speed [km/h]; TTFF; SNR; tbd
08/07/2018; 01:17:36; -8.68241; 122.3445783;588;6; 1.3; 1.6;25;0;45;0;0
08/07/2018; 01:32:47; -8.6825383; 122.3444567;576;7; 1.1; 1.4;27;0;11;0;0
08/07/2018; 01:48:02; -8.6830533; 122.3446267;728;7; 1.2; 1.5;27;0;14;0;0
08/07/2018; 02:03:26; -8.683425; 122.3448233;794;7; 1.0; 1.4;27;0;22;0;0
08/07/2018; 02:18:53; -8.6823283; 122.3439167;518;6; 1.5; 1.8;26;0;26;0;0
08/07/2018; 02:34:16; -8.6829033; 122.3445883;684;7; 1.2; 1.5;29; 1.852;22;0;0
08/07/2018; 02:50:47; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 03:07:02; -8.682655; 122.3449617;624;7; 1.0; 1.3;36;0;63;0;0
08/07/2018; 03:22:14; -8.6827067; 122.344865;696;6; 1.1; 1.5;27; 1.852;11;0;0
08/07/2018; 03:38:08; -8.68273; 122.3449783;634;7; 1.0; 1.3;26; 3.704;52;0;0
08/07/2018; 03:53:13; -8.6823233; 122.344895;620;9; 0.8; 1.1;26;0;4;0;0
08/07/2018; 04:09:44; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 04:25:17; -8.6826767; 122.3447183;622;7; 1.0; 1.3;28;0;32;0;0
08/07/2018; 04:41:48; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 04:58:18; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 05:14:49; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 05:31:19; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 05:47:50; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 06:03:55; -8.682555; 122.3446783;558;6; 1.1; 1.4;28;0;63;0;0
08/07/2018; 06:19:56; -8.6827817; 122.3446733;586;6; 1.1; 1.4;25; 1.852;60;0;0
08/07/2018; 06:36:18; -8.6826533; 122.3448267;604;6; 1.1; 1.4;27;0;63;0;0
08/07/2018; 06:51:52; -8.68263; 122.3447383;632;5; 1.3; 1.6;28; 1.852;33;0;0
08/07/2018; 07:07:46; -8.682505; 122.3449167;604;7; 1.0; 1.4;28; 3.704;53;0;0
08/07/2018; 07:23:16; -8.6823217; 122.3451017;564;7; 1.0; 1.4;30;0;30;0;0
08/07/2018; 07:39:06; -8.68206; 122.345175;546;6; 1.2; 1.5;29; 1.852;49;0;0
08/07/2018; 07:55:36; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 08:12:07; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 08:28:37; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 08:45:08; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 09:01:38; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 09:18:09; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 09:34:28; -8.68281; 122.3445383;420;6; 1.1; 2.9;25;0;63;0;0
08/07/2018; 09:50:58; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 10:06:19; -8.683945; 122.3457183;378;5; 1.2; 1.5;27;0;20;0;0
08/07/2018; 10:22:31; -8.6825867; 122.3447983;614;6; 1.2; 1.5;26;0;63;0;0
08/07/2018; 10:37:52; -8.6821867; 122.3449433;446;6; 1.1; 1.4;26; 1.852;20;0;0
08/07/2018; 10:54:23; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 11:10:53; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 11:27:24; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 11:43:54; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 12:00:25; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 12:16:55; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 12:32:43; -8.68273; 122.3447117;620;6; 1.2; 1.5;26; 1.852;47;0;0
08/07/2018; 12:48:34; -8.6825367; 122.344695;662;6; 1.2; 1.5;28;0;49;0;0
08/07/2018; 13:05:05; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 13:20:29; -8.6825117; 122.3446567;608;6; 1.0; 1.3;28; 3.704;24;0;0
08/07/2018; 13:37:00; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 13:53:19; -8.6825183; 122.344775;598;7; 1.0; 1.3;27; 1.852;63;0;0
08/07/2018; 14:08:58; -8.682715; 122.3447633;696;5; 1.3; 1.6;28; 1.852;38;0;0
08/07/2018; 14:25:29; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 14:41:59; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 14:58:30; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 15:15:00; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 15:31:31; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 15:47:31; -8.682665; 122.3445833;630;5; 1.8; 2.0;29; 3.704;60;0;0
08/07/2018; 16:02:59; -8.6825667; 122.3450483;582;6; 1.4; 1.6;29; 5.556;27;0;0
08/07/2018; 16:18:32; -8.6823983; 122.3452333;566;6; 1.5; 1.7;29; 1.852;32;0;0
08/07/2018; 16:34:02; -8.6827383; 122.3446183;616;6; 1.9; 2.1;29; 5.556;30;0;0
08/07/2018; 16:49:53; -8.6824583; 122.344745;586;4; 1.9; 2.1;28;0;50;0;0
08/07/2018; 17:05:33; -8.6826567; 122.34464;606;6; 1.5; 1.8;26; 5.556;39;0;0
08/07/2018; 17:21:32; -8.6824083; 122.34433;526;6; 1.5; 1.8;25;0;58;0;0
08/07/2018; 17:37:17; -8.682785; 122.3442617;542;6; 1.6; 1.8;25; 3.704;44;0;0
08/07/2018; 17:53:43; -8.68295; 122.345535;738;5; 1.7; 2.0;25;0;63;0;0
08/07/2018; 18:10:14; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 18:26:35; -8.6826933; 122.3445283;550;6; 1.8; 2.0;25; 5.556;63;0;0
08/07/2018; 18:43:06; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 18:59:36; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 19:15:55; -8.6823433; 122.344705;588;6; 1.2; 2.3;25;0;63;0;0
08/07/2018; 19:32:01; -8.682355; 122.3448517;594;6; 1.2; 1.5;25; 3.704;63;0;0
08/07/2018; 19:48:32; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 20:05:02; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 20:21:33; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 20:38:03; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 20:54:34; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 21:10:22; -8.6825267; 122.34483;440;6; 1.0; 1.4;29; 1.852;48;0;0
08/07/2018; 21:26:38; -8.68238; 122.34475;500;6; 1.1; 1.4;29;0;63;0;0
08/07/2018; 21:42:24; -8.6828433; 122.3449083;700;6; 1.2; 1.6;28;0;45;0;0
08/07/2018; 21:58:55; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 22:15:25; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 22:31:56; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 22:47:07; -8.6827133; 122.34432;642;5; 1.3; 1.6;26;0;11;0;0
08/07/2018; 23:03:37; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 23:18:52; -8.6822183; 122.344715;684;6; 1.1; 1.5;27; 5.556;13;0;0
08/07/2018; 23:34:20; -8.6831067; 122.3446617;678;6; 1.7; 1.9;26;0;27;0;0
08/07/2018; 23:49:24; -8.6825717; 122.344455;576;8; 1.2; 1.4;26;0;3;0;0
08/08/2018; 00:04:38; -8.682315; 122.34495;554;7; 1.3; 1.6;25;0;13;0;0
08/08/2018; 00:19:50; -8.6815433; 122.3461083;190;6; 1.3; 1.6;26;0;11;0;0
08/08/2018; 00:35:00; -8.6825117; 122.3448117;560;7; 1.4; 1.7;25;0;10;0;0
08/08/2018; 00:50:06; -8.6822967; 122.3444217;586;6; 1.6; 1.8;26;0;4;0;0
08/08/2018; 01:05:11; -8.6823317; 122.3445117;502;7; 1.1; 1.4;26; 5.556;4;0;0
08/08/2018; 01:21:03; -8.6825833; 122.3445617;680;7; 1.1; 1.4;28; 1.852;51;0;0
08/08/2018; 01:36:29; -8.682465; 122.3447;692;6; 1.3; 1.6;30;0;25;0;0
08/08/2018; 01:51:33; -8.6823683; 122.3443683;604;7; 1.1; 1.4;30; 1.852;3;0;0
08/08/2018; 02:07:27; -8.682665; 122.34468;622;6; 1.1; 1.5;30;0;53;0;0
08/08/2018; 02:23:37; -8.6826967; 122.34474;684;6; 1.1; 1.5;30;0;63;0;0
08/08/2018; 02:39:09; -8.6825567; 122.34484;596;6; 1.1; 1.5;30;0;31;0;0
08/08/2018; 02:55:08; -8.6825383; 122.3447383;598;6; 1.3; 3.5;30;0;58;0;0
08/08/2018; 03:11:38; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 03:28:09; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 03:43:35; -8.6825867; 122.3447;566;6; 1.1; 1.5;29;0;25;0;0
08/08/2018; 03:58:46; -8.68199; 122.3449883;784;6; 1.0; 1.4;31;0;11;0;0
08/08/2018; 04:15:17; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 04:30:25; -8.6818533; 122.3444667;688;6; 1.0; 1.4;31;0;7;0;0
08/08/2018; 04:46:49; -8.6824217; 122.3447117;638;9; 0.8; 1.1;30;0;63;0;0
08/08/2018; 05:01:54; -8.6826433; 122.344575;616;8; 0.9; 1.2;30;0;4;0;0
08/08/2018; 05:16:58; -8.6827117; 122.345005;634;6; 1.3; 1.5;33;0;3;0;0
08/08/2018; 05:32:02; -8.6823783; 122.3448833;606;9; 0.9; 1.2;30;0;3;0;0
08/08/2018; 05:48:08; -8.6824833; 122.344935;644;5; 1.4; 1.7;30;0;63;0;0
08/08/2018; 06:03:33; -8.6826083; 122.34503;642;6; 1.2; 1.5;28;0;25;0;0
08/08/2018; 06:19:02; -8.6825017; 122.3450433;600;5; 1.3; 1.6;28;0;28;0;0
08/08/2018; 06:34:10; -8.6825183; 122.3447533;680;6; 1.2; 1.5;32;0;7;0;0
08/08/2018; 06:49:18; -8.682375; 122.3449117;546;6; 1.1; 1.5;33;0;6;0;0
08/08/2018; 07:04:58; -8.682175; 122.3452517;454;6; 1.1; 1.5;30;0;39;0;0
08/08/2018; 07:20:48; -8.6828367; 122.344555;618;4; 3.0; 3.1;28; 1.852;50;0;0
08/08/2018; 07:36:15; -8.68241; 122.3450517;536;7; 0.9; 1.2;28;0;26;0;0
08/08/2018; 07:51:31; -8.6827183; 122.3444783;630;6; 1.2; 1.5;28; 1.852;15;0;0
08/08/2018; 08:08:01; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 08:24:32; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 08:39:37; -8.6826717; 122.3444983;624;7; 1.0; 1.3;28;0;4;0;0
08/08/2018; 08:55:32; -8.6825483; 122.3450933;662;6; 1.3; 1.6;29; 1.852;55;0;0
08/08/2018; 09:12:03; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 09:27:55; -8.6825417; 122.3447917;620;6; 1.2; 1.5;30; 1.852;51;0;0
08/08/2018; 09:44:22; -8.68235; 122.3449683;556;6; 1.1; 1.5;30; 1.852;63;0;0
08/08/2018; 10:00:52; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 10:16:44; -8.682155; 122.3445233;392;6; 1.1; 1.4;28;0;51;0;0
08/08/2018; 10:32:18; -8.682275; 122.3444717;372;6; 1.1; 1.4;27;0;33;0;0
08/08/2018; 10:48:49; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 11:05:19; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 11:21:22; -8.6826317; 122.3448383;614;5; 1.4; 1.7;29; 1.852;61;0;0
08/08/2018; 11:37:53; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 11:54:23; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 12:10:54; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 12:27:24; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 12:43:55; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 13:00:25; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 13:16:56; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 13:33:26; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 13:48:53; -8.6824733; 122.3447483;630;5; 1.1; 1.4;28; 1.852;26;0;0
08/08/2018; 14:04:26; -8.6824867; 122.3447433;614;5; 1.0; 1.4;26;0;32;0;0
08/08/2018; 14:19:54; -8.682455; 122.344785;662;6; 1.0; 1.3;24;0;27;0;0
08/08/2018; 14:35:51; -8.6825133; 122.34461;598;6; 1.0; 1.4;25;0;56;0;0
08/08/2018; 14:51:16; -8.6827467; 122.3449767;666;5; 1.2; 1.5;25; 5.556;24;0;0
08/08/2018; 15:07:03; -8.68238; 122.3448567;626;5; 1.1; 1.5;26;0;46;0;0
08/08/2018; 15:23:11; -8.6824117; 122.3448867;592;5; 1.3; 1.6;26;0;63;0;0
08/08/2018; 15:39:41; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 15:56:12; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 16:12:42; ; ; ; ; ; ; ; No position found;;;
08/08/2018; 16:28:30; -8.6823567; 122.3449367;630;7; 1.1; 1.4;29; 1.852;47;0;0
08/08/2018; 16:44:19; -8.6824683; 122.3448733;604;6; 1.3; 1.6;27; 1.852;47;0;0
08/08/2018; 16:59:38; -8.68256; 122.3449083;630;6; 1.3; 1.6;27; 1.852;18;0;0
08/08/2018; 17:15:29; -8.6824967; 122.3446117;544;6; 1.3; 1.5;27;0;50;0;0
08/08/2018; 17:31:25; -8.6824367; 122.3451683;602;6; 1.2; 1.6;28; 3.704;55;0;0
08/08/2018; 17:47:09; -8.682585; 122.34475;558;5; 2.0; 2.2;28;0;43;0;0
08/08/2018; 18:02:54; -8.6825383; 122.345265;646;5; 1.6; 1.9;29; 3.704;44;0;0
08/08/2018; 18:18:44; -8.6825333; 122.3447683;592;4; 1.7; 1.9;30;0;50;0;0
08/08/2018; 18:34:19; -8.68257; 122.3449117;576;5; 1.7; 2.0;29; 3.704;34;0;0
08/08/2018; 18:49:33; -8.682525; 122.344805;586;6; 1.5; 1.7;26; 1.852;13;0;0
08/08/2018; 19:04:56; -8.682345; 122.34467;564;6; 1.1; 1.4;25;0;22;0;0
08/08/2018; 19:20:18; -8.6826133; 122.3447733;622;5; 1.6; 3.1;25; 1.852;21;0;0
08/08/2018; 19:35:36; -8.6825033; 122.344705;646;5; 1.3; 1.6;25;0;17;0;0
08/08/2018; 19:51:36; -8.6825617; 122.3448617;634;5; 1.2; 1.5;26; 1.852;59;0;0
08/08/2018; 20:07:36; -8.682545; 122.3448;622;5; 1.1; 1.4;27;0;59;0;0
08/08/2018; 20:23:36; -8.6825567; 122.3447617;614;5; 1.1; 1.4;28; 1.852;59;0;0
08/08/2018; 20:38:50; -8.6825683; 122.34509;670;5; 1.5; 1.8;28;0;13;0;0
08/08/2018; 20:54:13; -8.682215; 122.3445983;468;6; 1.2; 1.5;26;0;22;0;0
08/08/2018; 21:09:35; -8.6823083; 122.3452767;570;7; 1.0; 1.4;26;0;21;0;0
08/08/2018; 21:24:57; -8.6822583; 122.344665;496;6; 1.0; 1.3;26;0;20;0;0
08/08/2018; 21:40:15; -8.6824; 122.3451783;608;7; 1.0; 1.4;28;0;17;0;0
08/08/2018; 21:55:28; -8.6824883; 122.3449867;588;6; 1.0; 1.4;28;0;12;0;0
08/08/2018; 22:10:37; -8.6824217; 122.3452733;610;4; 1.3; 1.6;27;0;8;0;0
08/08/2018; 22:26:23; -8.6824567; 122.344115;638;6; 1.3; 1.6;29; 3.704;45;0;0
08/08/2018; 22:42:06; -8.6826517; 122.3449617;574;6; 1.1; 1.4;31;0;41;0;0
08/08/2018; 22:57:19; -8.6828; 122.34431;666;6; 1.8; 2.0;30; 3.704;12;0;0
08/08/2018; 23:12:24; -8.6826533; 122.344875;600;8; 1.4; 1.7;30; 1.852;4;0;0
08/08/2018; 23:27:43; -8.6815267; 122.346195;372;5; 1.8; 2.0;26; 12.964;17;0;0
08/08/2018; 23:42:49; -8.6823233; 122.345195;546;8; 1.3; 1.5;26;0;6;0;0
08/08/2018; 23:58:24; -8.68207; 122.3451467;480;7; 1.3; 1.6;26;0;33;0;0
08/09/2018; 00:13:29; -8.682675; 122.345085;554;8; 1.1; 1.4;26;0;4;0;0
08/09/2018; 00:28:40; -8.6821667; 122.34502;564;6; 1.3; 1.6;27; 1.852;10;0;0
08/09/2018; 00:43:45; -8.6822383; 122.344845;598;8; 1.0; 1.4;30;0;4;0;0
08/09/2018; 00:58:49; -8.6820167; 122.3450167;576;9; 0.9; 1.3;28;0;3;0;0
08/09/2018; 01:13:54; -8.682495; 122.3444217;748;9; 0.9; 1.3;29; 1.852;5;0;0
08/09/2018; 01:29:45; -8.682445; 122.344315;790;7; 1.1; 3.3;28; 1.852;49;0;0
08/09/2018; 01:46:16; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 02:02:46; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 02:17:50; -8.6825167; 122.3448567;670;7; 1.0; 1.4;29;0;3;0;0
08/09/2018; 02:32:54; -8.6824333; 122.3449167;664;6; 1.3; 1.6;28; 5.556;3;0;0
08/09/2018; 02:48:53; -8.6826383; 122.3449667;712;5; 1.4; 1.7;27;0;58;0;0
08/09/2018; 03:04:35; -8.6827433; 122.345005;698;6; 1.2; 1.5;27; 1.852;40;0;0
08/09/2018; 03:21:06; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 03:36:21; -8.682725; 122.3444933;672;6; 1.2; 1.5;30; 1.852;16;0;0
08/09/2018; 03:51:32; -8.683105; 122.3443533;550;6; 1.3; 1.6;32;0;10;0;0
08/09/2018; 04:06:38; -8.6827483; 122.344265;556;7; 1.0; 1.3;30;0;4;0;0
08/09/2018; 04:21:42; -8.6824317; 122.344665;596;8; 0.9; 1.2;29;0;3;0;0
08/09/2018; 04:36:50; -8.682765; 122.3446917;630;7; 1.0; 1.4;28;0;7;0;0
08/09/2018; 04:52:54; -8.6825917; 122.3448083;622;6; 1.1; 1.4;28;0;63;0;0
08/09/2018; 05:09:25; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 05:25:07; -8.6829333; 122.3451767;488;5; 1.2; 1.5;30;0;42;0;0
08/09/2018; 05:40:20; -8.6825833; 122.3446167;648;7; 0.9; 1.3;29; 1.852;12;0;0
08/09/2018; 05:55:44; -8.6827617; 122.34509;650;6; 1.1; 1.4;28;0;23;0;0
08/09/2018; 06:10:49; -8.6819433; 122.3450033;640;6; 1.0; 1.3;28;0;4;0;0
08/09/2018; 06:25:56; -8.68288; 122.3448;682;6; 1.1; 1.5;28;0;6;0;0
08/09/2018; 06:41:51; -8.6826883; 122.344825;578;6; 1.1; 1.4;28;0;53;0;0
08/09/2018; 06:58:21; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 07:13:39; -8.6828317; 122.3451517;696;7; 1.0; 1.4;30;0;17;0;0
08/09/2018; 07:28:57; -8.6821317; 122.34543;458;6; 1.2; 1.5;28; 1.852;17;0;0
08/09/2018; 07:45:28; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 08:01:58; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 08:18:29; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 08:34:15; -8.6826783; 122.3448033;498;6; 1.4; 1.7;30; 3.704;46;0;0
08/09/2018; 08:49:37; -8.682735; 122.3449;472;6; 1.4; 1.6;30; 1.852;21;0;0
08/09/2018; 09:05:39; -8.6825467; 122.34493;506;8; 0.9; 1.2;32;0;60;0;0
08/09/2018; 09:20:59; -8.6823083; 122.3447983;496;6; 1.0; 1.4;32;0;19;0;0
08/09/2018; 09:36:38; -8.6822283; 122.3447767;538;5; 1.3; 1.6;30;0;38;0;0
08/09/2018; 09:53:09; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 10:08:41; -8.6824033; 122.344755;474;5; 1.5; 1.8;29; 1.852;32;0;0
08/09/2018; 10:24:48; -8.6824517; 122.34485;568;6; 1.0; 1.4;29; 1.852;63;0;0
08/09/2018; 10:41:04; -8.6825117; 122.3448;570;6; 1.2; 1.5;28;0;63;0;0
08/09/2018; 10:56:27; -8.68265; 122.3443433;372;6; 1.1; 1.5;27; 1.852;22;0;0
08/09/2018; 11:12:55; -8.6827183; 122.3447533;606;5; 1.4; 1.7;27;0;63;0;0
08/09/2018; 11:28:56; -8.6827; 122.3446567;550;5; 1.4; 1.6;27;0;60;0;0
08/09/2018; 11:45:26; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 12:01:02; -8.6829017; 122.3446533;566;5; 1.1; 1.4;27;0;35;0;0
08/09/2018; 12:16:32; -8.6835383; 122.344455;104;7; 0.8; 1.2;27;0;30;0;0
08/09/2018; 12:32:38; -8.6818517; 122.344785;770;5; 1.1; 1.5;27;0;63;0;0
08/09/2018; 12:48:44; -8.6822233; 122.3445817;658;5; 1.1; 1.5;27;0;63;0;0
08/09/2018; 13:05:15; -8.6823283; 122.3445317;662;6; 1.0; 1.4;28;0;63;0;0
08/09/2018; 13:21:17; -8.6824017; 122.3446717;592;5; 1.4; 3.3;29; 1.852;61;0;0
08/09/2018; 13:37:48; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 13:54:19; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 14:10:02; -8.68279; 122.3448967;692;6; 0.9; 1.3;29; 1.852;43;0;0
08/09/2018; 14:25:52; -8.68274; 122.3448567;732;5; 1.1; 1.5;30; 1.852;50;0;0
08/09/2018; 14:42:22; -8.6828467; 122.3447867;676;6; 1.1; 1.4;29;0;63;0;0
08/09/2018; 14:58:42; -8.68289; 122.3450833;768;5; 1.3; 1.6;30;0;63;0;0
08/09/2018; 15:15:01; -8.68242; 122.3448633;602;6; 1.1; 1.4;30;0;63;0;0
08/09/2018; 15:31:32; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 15:48:02; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 16:03:47; -8.6823933; 122.344995;622;6; 1.3; 1.5;28;0;44;0;0
08/09/2018; 16:19:44; -8.68265; 122.3448;614;6; 1.3; 1.6;28;0;56;0;0
08/09/2018; 16:35:16; -8.6826033; 122.3448167;574;5; 1.3; 1.6;29; 1.852;31;0;0
08/09/2018; 16:51:47; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 17:08:17; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 17:24:48; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 17:41:18; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 17:57:03; -8.6825767; 122.3450717;590;6; 1.3; 1.6;28;0;44;0;0
08/09/2018; 18:12:43; -8.6825667; 122.34499;616;6; 1.2; 1.6;27; 1.852;39;0;0
08/09/2018; 18:29:14; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 18:45:44; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 19:01:38; -8.6825683; 122.3449983;602;6; 1.1; 1.4;27;0;53;0;0
08/09/2018; 19:18:08; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 19:34:39; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 19:51:09; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 20:07:40; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 20:24:10; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 20:40:40; -8.6825367; 122.344825;604;6; 1.1; 1.4;29; 1.852;63;0;0
08/09/2018; 20:56:05; -8.6825483; 122.3447317;604;5; 1.2; 1.5;30;0;25;0;0
08/09/2018; 21:12:09; -8.682445; 122.3450033;592;6; 1.1; 1.4;30;0;62;0;0
08/09/2018; 21:27:53; -8.68238; 122.3449067;536;6; 1.0; 1.4;30; 1.852;44;0;0
08/09/2018; 21:44:02; -8.682445; 122.3448917;494;5; 1.2; 1.5;30; 1.852;63;0;0
08/09/2018; 22:00:33; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 22:17:03; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 22:33:34; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 22:49:23; -8.682765; 122.3448267;422;6; 1.0; 1.4;26; 1.852;48;0;0
08/09/2018; 23:05:53; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 23:22:24; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 23:38:54; ; ; ; ; ; ; ; No position found;;;
08/09/2018; 23:55:06; -8.6819883; 122.344965;522;9; 1.0; 1.3;28; 3.704;63;0;0
08/10/2018; 00:11:07; -8.6818983; 122.3448817;616;7; 1.0; 1.4;27;0;61;0;0
08/10/2018; 00:26:42; -8.6819483; 122.345075;430;7; 1.2; 1.5;26;0;33;0;0
08/10/2018; 00:42:57; -8.68191; 122.3448483;498;7; 1.3; 4.4;30;0;63;0;0
08/10/2018; 00:59:27; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 01:15:58; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 01:31:55; -8.6826733; 122.344855;620;6; 1.1; 1.4;32; 1.852;56;0;0
08/10/2018; 01:47:06; -8.6826067; 122.3448817;628;6; 1.1; 1.4;37;0;10;0;0
08/10/2018; 02:02:12; -8.6825017; 122.3452167;520;7; 1.0; 1.4;30;0;6;0;0
08/10/2018; 02:17:37; -8.6823917; 122.3451683;628;5; 1.6; 1.9;29; 3.704;23;0;0
08/10/2018; 02:34:07; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 02:50:38; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 03:07:08; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 03:23:39; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 03:40:09; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 03:55:50; -8.68288; 122.34449;576;6; 1.2; 1.5;28; 1.852;41;0;0
08/10/2018; 04:11:44; -8.682595; 122.3449783;572;6; 1.2; 1.5;28;0;52;0;0
08/10/2018; 04:28:15; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 04:44:45; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 05:00:07; -8.68265; 122.3447033;620;6; 1.2; 1.5;26;0;21;0;0
08/10/2018; 05:15:26; -8.6820667; 122.344105;576;7; 1.0; 1.3;26;0;18;0;0
08/10/2018; 05:31:56; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 05:47:35; -8.6828417; 122.3450617;702;6; 1.1; 1.4;26; 1.852;37;0;0
08/10/2018; 06:04:06; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 06:20:37; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 06:37:07; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 06:53:37; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 07:10:08; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 07:26:38; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 07:43:09; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 07:59:24; -8.6822967; 122.3454967;594;6; 1.0; 1.4;28;0;63;0;0
08/10/2018; 08:15:55; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 08:32:25; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 08:48:32; -8.6827683; 122.3450467;516;6; 1.0; 1.4;28;0;63;0;0
08/10/2018; 09:03:36; -8.6811283; 122.3449817;542;6; 1.0; 1.4;26; 1.852;3;0;0
